,x,y,Set,Image,Point,Type
366,278,279,val,15,68,warped
367,297,279,val,15,69,warped
368,315,279,val,15,70,warped
369,333,281,val,15,71,warped
370,46,257,val,15,72,warped
371,62,256,val,15,73,warped
372,78,256,val,15,74,warped
373,93,258,val,15,75,warped
374,109,257,val,15,76,warped
375,124,258,val,15,77,warped
376,142,259,val,15,78,warped
377,159,260,val,15,79,warped
378,177,261,val,15,80,warped
379,192,260,val,15,81,warped
380,227,260,val,15,83,warped
381,243,262,val,15,84,warped
382,261,263,val,15,85,warped
383,280,263,val,15,86,warped
384,297,264,val,15,87,warped
385,315,263,val,15,88,warped
386,332,265,val,15,89,warped
387,47,242,val,15,90,warped
388,62,243,val,15,91,warped
389,76,242,val,15,92,warped
390,93,243,val,15,93,warped
391,109,242,val,15,94,warped
392,126,241,val,15,95,warped
393,142,243,val,15,96,warped
394,158,244,val,15,97,warped
395,175,242,val,15,98,warped
396,192,243,val,15,99,warped
397,208,231,val,15,100,warped
398,226,244,val,15,101,warped
399,243,245,val,15,102,warped
400,261,247,val,15,103,warped
401,279,247,val,15,104,warped
402,297,247,val,15,105,warped
403,314,247,val,15,106,warped
404,332,249,val,15,107,warped
405,46,226,val,15,108,warped
406,63,226,val,15,109,warped
407,78,225,val,15,110,warped
408,94,226,val,15,111,warped
409,112,225,val,15,112,warped
410,127,226,val,15,113,warped
411,142,226,val,15,114,warped
412,158,227,val,15,115,warped
413,175,227,val,15,116,warped
414,191,227,val,15,117,warped
415,208,213,val,15,118,warped
416,227,229,val,15,119,warped
417,242,230,val,15,120,warped
418,262,230,val,15,121,warped
419,278,230,val,15,122,warped
420,296,231,val,15,123,warped
421,314,232,val,15,124,warped
422,333,234,val,15,125,warped
423,45,208,val,15,126,warped
424,62,208,val,15,127,warped
425,79,209,val,15,128,warped
426,94,210,val,15,129,warped
427,111,210,val,15,130,warped
428,127,210,val,15,131,warped
429,143,211,val,15,132,warped
430,159,212,val,15,133,warped
431,175,208,val,15,134,warped
432,192,207,val,15,135,warped
433,207,199,val,15,136,warped
434,226,210,val,15,137,warped
435,242,213,val,15,138,warped
436,261,214,val,15,139,warped
437,278,215,val,15,140,warped
438,297,215,val,15,141,warped
439,315,216,val,15,142,warped
440,332,218,val,15,143,warped
441,45,191,val,15,144,warped
442,62,192,val,15,145,warped
443,79,192,val,15,146,warped
444,94,195,val,15,147,warped
445,111,194,val,15,148,warped
446,128,196,val,15,149,warped
447,145,197,val,15,150,warped
448,159,197,val,15,151,warped
449,176,194,val,15,152,warped
450,191,191,val,15,153,warped
451,206,184,val,15,154,warped
452,225,195,val,15,155,warped
453,243,195,val,15,156,warped
454,259,196,val,15,157,warped
455,279,198,val,15,158,warped
456,297,200,val,15,159,warped
457,315,200,val,15,160,warped
458,333,203,val,15,161,warped
459,45,175,val,15,162,warped
460,62,176,val,15,163,warped
461,78,177,val,15,164,warped
462,95,179,val,15,165,warped
463,111,180,val,15,166,warped
464,129,180,val,15,167,warped
465,145,180,val,15,168,warped
466,161,180,val,15,169,warped
467,176,178,val,15,170,warped
468,191,178,val,15,171,warped
469,206,171,val,15,172,warped
470,224,180,val,15,173,warped
471,243,181,val,15,174,warped
472,260,182,val,15,175,warped
473,280,182,val,15,176,warped
474,297,183,val,15,177,warped
475,314,182,val,15,178,warped
476,332,185,val,15,179,warped
477,44,159,val,15,180,warped
478,62,161,val,15,181,warped
479,80,162,val,15,182,warped
480,96,163,val,15,183,warped
481,112,164,val,15,184,warped
482,129,166,val,15,185,warped
483,146,164,val,15,186,warped
484,162,165,val,15,187,warped
485,177,163,val,15,188,warped
486,190,162,val,15,189,warped
487,205,158,val,15,190,warped
488,225,164,val,15,191,warped
489,242,165,val,15,192,warped
490,261,166,val,15,193,warped
491,281,168,val,15,194,warped
492,299,169,val,15,195,warped
493,315,169,val,15,196,warped
494,332,170,val,15,197,warped
495,45,143,val,15,198,warped
496,61,144,val,15,199,warped
497,80,145,val,15,200,warped
498,94,147,val,15,201,warped
499,112,148,val,15,202,warped
500,129,149,val,15,203,warped
501,146,149,val,15,204,warped
502,162,152,val,15,205,warped
503,176,147,val,15,206,warped
504,191,146,val,15,207,warped
505,205,144,val,15,208,warped
506,224,148,val,15,209,warped
507,242,148,val,15,210,warped
508,261,150,val,15,211,warped
509,280,153,val,15,212,warped
510,298,155,val,15,213,warped
511,315,155,val,15,214,warped
512,331,158,val,15,215,warped
513,45,128,val,15,216,warped
514,62,128,val,15,217,warped
515,79,129,val,15,218,warped
516,96,131,val,15,219,warped
517,113,132,val,15,220,warped
518,129,134,val,15,221,warped
519,146,135,val,15,222,warped
520,162,135,val,15,223,warped
521,176,130,val,15,224,warped
522,191,130,val,15,225,warped
523,206,129,val,15,226,warped
524,223,133,val,15,227,warped
525,242,134,val,15,228,warped
526,260,134,val,15,229,warped
527,280,137,val,15,230,warped
528,296,138,val,15,231,warped
529,315,140,val,15,232,warped
530,331,143,val,15,233,warped
531,46,112,val,15,234,warped
532,62,111,val,15,235,warped
533,78,112,val,15,236,warped
534,95,114,val,15,237,warped
535,111,116,val,15,238,warped
536,128,117,val,15,239,warped
537,145,118,val,15,240,warped
538,161,118,val,15,241,warped
539,176,115,val,15,242,warped
540,192,116,val,15,243,warped
541,207,114,val,15,244,warped
542,225,117,val,15,245,warped
543,242,118,val,15,246,warped
544,261,121,val,15,247,warped
545,280,123,val,15,248,warped
546,297,125,val,15,249,warped
547,314,126,val,15,250,warped
548,332,129,val,15,251,warped
549,44,92,val,15,252,warped
550,61,93,val,15,253,warped
551,78,96,val,15,254,warped
552,94,97,val,15,255,warped
553,110,99,val,15,256,warped
554,128,100,val,15,257,warped
555,145,100,val,15,258,warped
556,161,100,val,15,259,warped
557,176,99,val,15,260,warped
558,192,99,val,15,261,warped
559,208,100,val,15,262,warped
560,226,103,val,15,263,warped
561,243,103,val,15,264,warped
562,261,105,val,15,265,warped
563,280,108,val,15,266,warped
564,297,109,val,15,267,warped
565,314,111,val,15,268,warped
566,332,113,val,15,269,warped
567,45,77,val,15,270,warped
568,62,78,val,15,271,warped
569,77,78,val,15,272,warped
570,93,80,val,15,273,warped
571,110,81,val,15,274,warped
572,127,81,val,15,275,warped
573,144,83,val,15,276,warped
574,159,82,val,15,277,warped
575,175,82,val,15,278,warped
576,192,82,val,15,279,warped
577,208,85,val,15,280,warped
578,226,88,val,15,281,warped
579,244,89,val,15,282,warped
580,261,89,val,15,283,warped
581,279,92,val,15,284,warped
582,297,94,val,15,285,warped
583,314,94,val,15,286,warped
584,332,96,val,15,287,warped
585,45,59,val,15,288,warped
586,60,60,val,15,289,warped
587,76,60,val,15,290,warped
588,93,63,val,15,291,warped
589,109,63,val,15,292,warped
590,127,64,val,15,293,warped
591,142,65,val,15,294,warped
592,158,66,val,15,295,warped
593,176,67,val,15,296,warped
594,192,65,val,15,297,warped
595,210,68,val,15,298,warped
596,228,71,val,15,299,warped
597,246,73,val,15,300,warped
598,262,74,val,15,301,warped
599,280,75,val,15,302,warped
600,298,75,val,15,303,warped
601,315,74,val,15,304,warped
602,333,77,val,15,305,warped
603,44,40,val,15,306,warped
604,60,42,val,15,307,warped
605,76,45,val,15,308,warped
606,92,44,val,15,309,warped
607,109,45,val,15,310,warped
608,123,46,val,15,311,warped
609,140,48,val,15,312,warped
610,157,49,val,15,313,warped
611,175,50,val,15,314,warped
612,230,54,val,15,317,warped
613,248,55,val,15,318,warped
614,264,56,val,15,319,warped
615,283,56,val,15,320,warped
616,299,56,val,15,321,warped
617,315,56,val,15,322,warped
618,332,58,val,15,323,warped
619,45,322,val,22,0,warped
620,62,326,val,22,1,warped
621,76,324,val,22,2,warped
622,92,325,val,22,3,warped
623,107,327,val,22,4,warped
624,123,326,val,22,5,warped
625,140,327,val,22,6,warped
626,158,329,val,22,7,warped
627,175,329,val,22,8,warped
628,196,333,val,22,9,warped
629,214,330,val,22,10,warped
630,230,330,val,22,11,warped
631,245,330,val,22,12,warped
632,263,329,val,22,13,warped
633,280,328,val,22,14,warped
634,298,330,val,22,15,warped
635,315,328,val,22,16,warped
636,334,331,val,22,17,warped
637,45,304,val,22,18,warped
638,62,305,val,22,19,warped
639,78,305,val,22,20,warped
640,93,308,val,22,21,warped
641,109,309,val,22,22,warped
642,125,309,val,22,23,warped
643,141,311,val,22,24,warped
644,160,313,val,22,25,warped
645,178,315,val,22,26,warped
646,194,315,val,22,27,warped
647,214,312,val,22,28,warped
648,231,314,val,22,29,warped
649,247,315,val,22,30,warped
650,263,313,val,22,31,warped
651,279,311,val,22,32,warped
652,297,312,val,22,33,warped
653,315,310,val,22,34,warped
654,333,312,val,22,35,warped
655,45,287,val,22,36,warped
656,77,290,val,22,38,warped
657,93,290,val,22,39,warped
658,109,291,val,22,40,warped
659,125,293,val,22,41,warped
660,143,294,val,22,42,warped
661,160,296,val,22,43,warped
662,177,297,val,22,44,warped
663,192,298,val,22,45,warped
664,210,298,val,22,46,warped
665,229,298,val,22,47,warped
666,247,298,val,22,48,warped
667,262,296,val,22,49,warped
668,279,295,val,22,50,warped
669,296,294,val,22,51,warped
670,315,294,val,22,52,warped
671,333,295,val,22,53,warped
672,91,274,val,22,57,warped
673,108,275,val,22,58,warped
674,125,277,val,22,59,warped
675,143,279,val,22,60,warped
676,159,282,val,22,61,warped
677,174,283,val,22,62,warped
678,190,281,val,22,63,warped
679,208,280,val,22,64,warped
680,228,283,val,22,65,warped
681,246,281,val,22,66,warped
682,262,280,val,22,67,warped
683,280,279,val,22,68,warped
684,297,279,val,22,69,warped
685,315,278,val,22,70,warped
686,333,278,val,22,71,warped
687,45,257,val,22,72,warped
688,60,258,val,22,73,warped
689,76,260,val,22,74,warped
690,93,259,val,22,75,warped
691,109,261,val,22,76,warped
692,126,263,val,22,77,warped
693,142,263,val,22,78,warped
694,158,264,val,22,79,warped
695,173,264,val,22,80,warped
696,188,265,val,22,81,warped
697,206,264,val,22,82,warped
698,227,268,val,22,83,warped
699,246,266,val,22,84,warped
700,263,265,val,22,85,warped
701,279,264,val,22,86,warped
702,298,264,val,22,87,warped
703,315,264,val,22,88,warped
704,332,263,val,22,89,warped
705,45,240,val,22,90,warped
706,61,242,val,22,91,warped
707,77,243,val,22,92,warped
708,93,245,val,22,93,warped
709,109,245,val,22,94,warped
710,126,246,val,22,95,warped
711,142,245,val,22,96,warped
712,157,247,val,22,97,warped
713,171,246,val,22,98,warped
714,187,246,val,22,99,warped
715,204,247,val,22,100,warped
716,226,251,val,22,101,warped
717,244,250,val,22,102,warped
718,262,249,val,22,103,warped
719,279,249,val,22,104,warped
720,298,249,val,22,105,warped
721,315,247,val,22,106,warped
722,333,249,val,22,107,warped
723,44,225,val,22,108,warped
724,62,226,val,22,109,warped
725,78,227,val,22,110,warped
726,93,228,val,22,111,warped
727,109,229,val,22,112,warped
728,126,228,val,22,113,warped
729,141,229,val,22,114,warped
730,156,229,val,22,115,warped
731,171,228,val,22,116,warped
732,186,227,val,22,117,warped
733,204,229,val,22,118,warped
734,223,233,val,22,119,warped
735,242,233,val,22,120,warped
736,261,233,val,22,121,warped
737,279,232,val,22,122,warped
738,297,232,val,22,123,warped
739,316,232,val,22,124,warped
740,334,233,val,22,125,warped
741,46,209,val,22,126,warped
742,61,210,val,22,127,warped
743,78,211,val,22,128,warped
744,95,212,val,22,129,warped
745,111,212,val,22,130,warped
746,126,212,val,22,131,warped
747,141,211,val,22,132,warped
748,156,212,val,22,133,warped
749,171,210,val,22,134,warped
750,204,212,val,22,136,warped
751,223,215,val,22,137,warped
752,241,216,val,22,138,warped
753,261,216,val,22,139,warped
754,279,217,val,22,140,warped
755,298,216,val,22,141,warped
756,316,216,val,22,142,warped
757,333,216,val,22,143,warped
758,45,193,val,22,144,warped
759,61,193,val,22,145,warped
760,78,193,val,22,146,warped
761,95,194,val,22,147,warped
762,111,196,val,22,148,warped
763,126,195,val,22,149,warped
764,141,195,val,22,150,warped
765,157,195,val,22,151,warped
766,171,197,val,22,152,warped
767,205,198,val,22,154,warped
768,224,199,val,22,155,warped
769,242,200,val,22,156,warped
770,261,202,val,22,157,warped
771,281,201,val,22,158,warped
772,298,202,val,22,159,warped
773,317,199,val,22,160,warped
774,333,202,val,22,161,warped
775,44,175,val,22,162,warped
776,62,176,val,22,163,warped
777,79,178,val,22,164,warped
778,95,179,val,22,165,warped
779,111,181,val,22,166,warped
780,127,181,val,22,167,warped
781,143,180,val,22,168,warped
782,157,180,val,22,169,warped
783,172,180,val,22,170,warped
784,207,183,val,22,172,warped
785,225,184,val,22,173,warped
786,242,186,val,22,174,warped
787,262,185,val,22,175,warped
788,282,186,val,22,176,warped
789,300,187,val,22,177,warped
790,317,185,val,22,178,warped
791,334,187,val,22,179,warped
792,44,160,val,22,180,warped
793,62,162,val,22,181,warped
794,79,163,val,22,182,warped
795,95,165,val,22,183,warped
796,111,166,val,22,184,warped
797,128,165,val,22,185,warped
798,144,166,val,22,186,warped
799,158,165,val,22,187,warped
800,173,165,val,22,188,warped
801,206,168,val,22,190,warped
802,225,169,val,22,191,warped
803,244,169,val,22,192,warped
804,262,169,val,22,193,warped
805,283,171,val,22,194,warped
806,301,171,val,22,195,warped
807,317,170,val,22,196,warped
808,334,171,val,22,197,warped
809,44,144,val,22,198,warped
810,62,147,val,22,199,warped
811,79,148,val,22,200,warped
812,95,149,val,22,201,warped
813,112,151,val,22,202,warped
814,128,150,val,22,203,warped
815,144,151,val,22,204,warped
816,160,150,val,22,205,warped
817,175,150,val,22,206,warped
818,207,153,val,22,208,warped
819,226,155,val,22,209,warped
820,243,154,val,22,210,warped
821,262,153,val,22,211,warped
822,283,155,val,22,212,warped
823,302,155,val,22,213,warped
824,317,154,val,22,214,warped
825,334,157,val,22,215,warped
826,45,129,val,22,216,warped
827,61,129,val,22,217,warped
828,77,129,val,22,218,warped
829,96,132,val,22,219,warped
830,111,133,val,22,220,warped
831,128,133,val,22,221,warped
832,144,135,val,22,222,warped
833,160,135,val,22,223,warped
834,209,138,val,22,226,warped
835,227,137,val,22,227,warped
836,245,138,val,22,228,warped
837,262,137,val,22,229,warped
838,282,139,val,22,230,warped
839,300,140,val,22,231,warped
840,317,139,val,22,232,warped
841,334,142,val,22,233,warped
842,45,111,val,22,234,warped
843,61,111,val,22,235,warped
844,78,112,val,22,236,warped
845,94,113,val,22,237,warped
846,110,114,val,22,238,warped
847,128,116,val,22,239,warped
848,145,118,val,22,240,warped
849,161,120,val,22,241,warped
850,210,121,val,22,244,warped
851,228,121,val,22,245,warped
852,246,121,val,22,246,warped
853,262,122,val,22,247,warped
854,281,123,val,22,248,warped
855,299,123,val,22,249,warped
856,316,123,val,22,250,warped
857,333,127,val,22,251,warped
858,43,92,val,22,252,warped
859,61,92,val,22,253,warped
860,77,92,val,22,254,warped
861,93,95,val,22,255,warped
862,110,95,val,22,256,warped
863,128,98,val,22,257,warped
864,145,100,val,22,258,warped
865,161,103,val,22,259,warped
866,211,105,val,22,262,warped
867,229,105,val,22,263,warped
868,247,105,val,22,264,warped
869,264,105,val,22,265,warped
870,283,105,val,22,266,warped
871,299,104,val,22,267,warped
872,316,105,val,22,268,warped
873,334,108,val,22,269,warped
874,45,74,val,22,270,warped
875,60,74,val,22,271,warped
876,77,75,val,22,272,warped
877,92,77,val,22,273,warped
878,110,78,val,22,274,warped
879,127,81,val,22,275,warped
880,144,82,val,22,276,warped
881,161,84,val,22,277,warped
882,212,88,val,22,280,warped
883,231,89,val,22,281,warped
884,248,87,val,22,282,warped
885,265,87,val,22,283,warped
886,283,88,val,22,284,warped
887,300,87,val,22,285,warped
888,318,86,val,22,286,warped
889,335,89,val,22,287,warped
890,44,57,val,22,288,warped
891,60,55,val,22,289,warped
892,75,57,val,22,290,warped
893,92,58,val,22,291,warped
894,109,61,val,22,292,warped
895,126,63,val,22,293,warped
896,144,65,val,22,294,warped
897,161,66,val,22,295,warped
898,213,70,val,22,298,warped
899,231,70,val,22,299,warped
900,249,70,val,22,300,warped
901,266,70,val,22,301,warped
902,283,70,val,22,302,warped
903,300,70,val,22,303,warped
904,319,69,val,22,304,warped
905,336,72,val,22,305,warped
906,43,40,val,22,306,warped
907,73,40,val,22,308,warped
908,92,40,val,22,309,warped
909,110,42,val,22,310,warped
910,126,45,val,22,311,warped
911,144,47,val,22,312,warped
912,214,52,val,22,316,warped
913,232,52,val,22,317,warped
914,266,52,val,22,319,warped
915,283,52,val,22,320,warped
916,300,54,val,22,321,warped
917,317,55,val,22,322,warped
918,336,55,val,22,323,warped
919,45,324,val,38,0,warped
920,62,326,val,38,1,warped
921,77,326,val,38,2,warped
922,93,326,val,38,3,warped
923,108,328,val,38,4,warped
924,125,328,val,38,5,warped
925,141,330,val,38,6,warped
926,160,331,val,38,7,warped
927,178,332,val,38,8,warped
928,196,331,val,38,9,warped
929,214,329,val,38,10,warped
930,231,330,val,38,11,warped
