,x,y,Set,Image,Point
153,86,186,val,12,164
154,103,185,val,12,165
155,118,186,val,12,166
156,135,186,val,12,167
157,152,186,val,12,168
158,168,186,val,12,169
159,185,187,val,12,170
160,201,187,val,12,171
161,233,185,val,12,173
162,252,185,val,12,174
163,267,185,val,12,175
164,283,184,val,12,176
165,299,184,val,12,177
166,314,183,val,12,178
167,329,182,val,12,179
168,53,170,val,12,180
169,70,171,val,12,181
170,86,170,val,12,182
171,103,169,val,12,183
172,118,170,val,12,184
173,134,170,val,12,185
174,151,169,val,12,186
175,168,169,val,12,187
176,184,169,val,12,188
177,201,172,val,12,189
178,234,170,val,12,191
179,251,170,val,12,192
180,267,169,val,12,193
181,283,169,val,12,194
182,299,169,val,12,195
183,314,168,val,12,196
184,329,166,val,12,197
185,54,153,val,12,198
186,69,154,val,12,199
187,87,153,val,12,200
188,102,152,val,12,201
189,118,153,val,12,202
190,134,154,val,12,203
191,152,153,val,12,204
192,168,153,val,12,205
193,184,151,val,12,206
194,201,156,val,12,207
195,234,153,val,12,209
196,251,153,val,12,210
197,266,153,val,12,211
198,283,153,val,12,212
199,298,153,val,12,213
200,315,152,val,12,214
201,330,151,val,12,215
202,54,137,val,12,216
203,70,138,val,12,217
204,86,137,val,12,218
205,102,136,val,12,219
206,119,137,val,12,220
207,134,137,val,12,221
208,151,137,val,12,222
209,167,137,val,12,223
210,184,136,val,12,224
211,200,139,val,12,225
212,234,137,val,12,227
213,251,137,val,12,228
214,267,137,val,12,229
215,283,136,val,12,230
216,299,137,val,12,231
217,314,135,val,12,232
218,329,135,val,12,233
219,54,121,val,12,234
220,70,122,val,12,235
221,87,120,val,12,236
222,102,120,val,12,237
223,118,120,val,12,238
224,135,121,val,12,239
225,151,121,val,12,240
226,167,121,val,12,241
227,183,120,val,12,242
228,199,122,val,12,243
229,233,122,val,12,245
230,250,120,val,12,246
231,267,120,val,12,247
232,282,120,val,12,248
233,298,120,val,12,249
234,313,119,val,12,250
235,329,119,val,12,251
236,54,103,val,12,252
237,71,104,val,12,253
238,86,104,val,12,254
239,102,104,val,12,255
240,118,104,val,12,256
241,134,104,val,12,257
242,150,105,val,12,258
243,167,105,val,12,259
244,183,104,val,12,260
245,200,106,val,12,261
246,233,106,val,12,263
247,250,104,val,12,264
248,266,105,val,12,265
249,283,104,val,12,266
250,297,104,val,12,267
251,313,104,val,12,268
252,329,104,val,12,269
253,54,86,val,12,270
254,70,88,val,12,271
255,86,87,val,12,272
256,102,87,val,12,273
257,118,88,val,12,274
258,134,88,val,12,275
259,150,88,val,12,276
260,166,88,val,12,277
261,183,89,val,12,278
262,199,88,val,12,279
263,216,90,val,12,280
264,232,88,val,12,281
265,249,88,val,12,282
266,266,88,val,12,283
267,282,88,val,12,284
268,297,88,val,12,285
269,313,88,val,12,286
270,329,88,val,12,287
271,53,71,val,12,288
272,70,72,val,12,289
273,86,71,val,12,290
274,101,71,val,12,291
275,118,71,val,12,292
276,134,72,val,12,293
277,150,71,val,12,294
278,166,72,val,12,295
279,182,72,val,12,296
280,199,71,val,12,297
281,216,72,val,12,298
282,232,72,val,12,299
283,248,73,val,12,300
284,266,72,val,12,301
285,282,72,val,12,302
286,298,73,val,12,303
287,313,72,val,12,304
288,329,72,val,12,305
289,53,53,val,12,306
290,70,56,val,12,307
291,86,55,val,12,308
292,101,56,val,12,309
293,118,56,val,12,310
294,133,56,val,12,311
295,149,56,val,12,312
296,165,56,val,12,313
297,182,56,val,12,314
298,233,55,val,12,317
299,249,55,val,12,318
300,266,56,val,12,319
301,282,56,val,12,320
302,297,57,val,12,321
303,313,56,val,12,322
304,329,56,val,12,323
305,88,330,val,15,2
306,103,331,val,15,3
307,118,331,val,15,4
308,135,331,val,15,5
309,151,332,val,15,6
310,171,331,val,15,7
311,189,332,val,15,8
312,203,332,val,15,9
313,235,331,val,15,11
314,250,330,val,15,12
315,266,329,val,15,13
316,282,329,val,15,14
317,297,327,val,15,15
318,313,328,val,15,16
319,328,328,val,15,17
320,71,317,val,15,19
321,103,314,val,15,21
322,119,316,val,15,22
323,135,314,val,15,23
324,151,316,val,15,24
325,169,314,val,15,25
326,186,317,val,15,26
327,202,317,val,15,27
328,219,316,val,15,28
329,237,314,val,15,29
330,251,314,val,15,30
331,267,313,val,15,31
332,282,313,val,15,32
333,312,310,val,15,34
334,328,310,val,15,35
335,54,300,val,15,36
336,70,299,val,15,37
337,87,301,val,15,38
338,103,299,val,15,39
339,119,299,val,15,40
340,136,299,val,15,41
341,152,299,val,15,42
342,169,300,val,15,43
343,186,301,val,15,44
344,202,301,val,15,45
345,218,300,val,15,46
346,235,299,val,15,47
347,252,299,val,15,48
348,266,298,val,15,49
349,281,298,val,15,50
350,297,296,val,15,51
351,313,295,val,15,52
352,54,282,val,15,54
353,70,282,val,15,55
354,87,283,val,15,56
355,103,282,val,15,57
356,118,283,val,15,58
357,135,284,val,15,59
358,152,282,val,15,60
359,169,284,val,15,61
360,186,284,val,15,62
361,203,285,val,15,63
362,218,284,val,15,64
363,235,284,val,15,65
364,250,282,val,15,66
365,267,281,val,15,67
366,282,282,val,15,68
367,297,281,val,15,69
368,313,280,val,15,70
369,328,279,val,15,71
370,53,266,val,15,72
371,70,266,val,15,73
372,86,268,val,15,74
373,103,266,val,15,75
374,118,266,val,15,76
375,135,267,val,15,77
376,151,267,val,15,78
377,169,268,val,15,79
378,186,267,val,15,80
379,201,267,val,15,81
380,235,268,val,15,83
381,251,268,val,15,84
382,267,266,val,15,85
383,283,266,val,15,86
384,299,265,val,15,87
385,314,265,val,15,88
386,329,263,val,15,89
387,54,249,val,15,90
388,71,251,val,15,91
389,85,250,val,15,92
390,102,250,val,15,93
391,118,250,val,15,94
392,135,250,val,15,95
393,153,251,val,15,96
394,169,251,val,15,97
395,185,249,val,15,98
396,201,250,val,15,99
397,218,245,val,15,100
398,235,252,val,15,101
399,251,250,val,15,102
400,267,251,val,15,103
401,283,250,val,15,104
402,298,249,val,15,105
403,313,248,val,15,106
404,329,248,val,15,107
405,55,233,val,15,108
406,71,233,val,15,109
407,86,234,val,15,110
408,103,234,val,15,111
409,118,233,val,15,112
410,135,234,val,15,113
411,152,233,val,15,114
412,169,234,val,15,115
413,184,234,val,15,116
414,200,234,val,15,117
415,218,227,val,15,118
416,235,235,val,15,119
417,251,235,val,15,120
418,268,235,val,15,121
419,283,234,val,15,122
420,298,233,val,15,123
421,314,232,val,15,124
422,329,232,val,15,125
423,54,218,val,15,126
424,70,217,val,15,127
425,85,217,val,15,128
426,102,218,val,15,129
427,118,217,val,15,130
428,135,218,val,15,131
429,151,217,val,15,132
430,167,217,val,15,133
431,184,217,val,15,134
432,200,218,val,15,135
433,218,212,val,15,136
434,235,221,val,15,137
435,251,218,val,15,138
436,266,218,val,15,139
437,282,217,val,15,140
438,298,216,val,15,141
439,313,216,val,15,142
440,329,216,val,15,143
441,54,202,val,15,144
442,70,201,val,15,145
443,86,200,val,15,146
444,102,201,val,15,147
445,118,201,val,15,148
446,135,201,val,15,149
447,152,201,val,15,150
448,168,202,val,15,151
449,185,202,val,15,152
450,201,202,val,15,153
451,218,198,val,15,154
452,235,204,val,15,155
453,251,202,val,15,156
454,266,201,val,15,157
455,282,200,val,15,158
456,298,200,val,15,159
457,314,199,val,15,160
458,329,199,val,15,161
459,53,186,val,15,162
460,69,185,val,15,163
461,85,185,val,15,164
462,102,186,val,15,165
463,118,186,val,15,166
464,135,186,val,15,167
465,152,185,val,15,168
466,168,185,val,15,169
467,185,186,val,15,170
468,201,187,val,15,171
469,218,183,val,15,172
470,235,189,val,15,173
471,251,187,val,15,174
472,266,185,val,15,175
473,283,184,val,15,176
474,298,183,val,15,177
475,314,183,val,15,178
476,329,183,val,15,179
477,53,169,val,15,180
478,70,170,val,15,181
479,86,169,val,15,182
480,102,170,val,15,183
481,118,169,val,15,184
482,135,170,val,15,185
483,152,168,val,15,186
484,168,169,val,15,187
485,184,169,val,15,188
486,201,172,val,15,189
487,217,168,val,15,190
488,235,171,val,15,191
489,251,171,val,15,192
490,267,170,val,15,193
491,284,169,val,15,194
492,299,169,val,15,195
493,314,168,val,15,196
494,329,167,val,15,197
495,54,152,val,15,198
496,70,153,val,15,199
497,86,153,val,15,200
498,102,154,val,15,201
499,119,153,val,15,202
500,136,154,val,15,203
501,152,152,val,15,204
502,168,154,val,15,205
503,185,154,val,15,206
504,201,154,val,15,207
505,217,153,val,15,208
506,236,156,val,15,209
507,251,154,val,15,210
508,267,154,val,15,211
509,283,154,val,15,212
510,298,152,val,15,213
511,314,152,val,15,214
512,330,152,val,15,215
513,55,137,val,15,216
514,70,136,val,15,217
515,86,137,val,15,218
516,103,138,val,15,219
517,119,138,val,15,220
518,136,137,val,15,221
519,152,137,val,15,222
520,167,138,val,15,223
521,184,137,val,15,224
522,200,137,val,15,225
523,217,136,val,15,226
524,233,138,val,15,227
525,250,139,val,15,228
526,266,136,val,15,229
527,283,137,val,15,230
528,298,137,val,15,231
529,313,136,val,15,232
530,329,136,val,15,233
531,54,120,val,15,234
532,71,119,val,15,235
533,86,120,val,15,236
534,102,121,val,15,237
535,120,121,val,15,238
536,136,121,val,15,239
537,151,120,val,15,240
538,167,120,val,15,241
539,182,120,val,15,242
540,199,119,val,15,243
541,216,120,val,15,244
542,234,121,val,15,245
543,249,119,val,15,246
544,265,120,val,15,247
545,283,121,val,15,248
546,298,121,val,15,249
547,313,120,val,15,250
548,329,120,val,15,251
549,54,103,val,15,252
550,69,103,val,15,253
551,86,105,val,15,254
552,103,105,val,15,255
553,119,104,val,15,256
554,135,104,val,15,257
555,151,105,val,15,258
556,166,104,val,15,259
557,182,104,val,15,260
558,199,103,val,15,261
559,215,104,val,15,262
560,233,104,val,15,263
561,249,103,val,15,264
562,265,104,val,15,265
563,282,104,val,15,266
564,298,105,val,15,267
565,313,105,val,15,268
566,329,104,val,15,269
567,54,86,val,15,270
568,70,88,val,15,271
569,85,88,val,15,272
570,102,87,val,15,273
571,118,87,val,15,274
572,134,87,val,15,275
573,150,88,val,15,276
574,165,87,val,15,277
575,182,88,val,15,278
576,198,88,val,15,279
577,215,87,val,15,280
578,232,88,val,15,281
579,248,88,val,15,282
580,266,88,val,15,283
581,282,89,val,15,284
582,298,88,val,15,285
583,313,89,val,15,286
584,328,89,val,15,287
585,53,71,val,15,288
586,69,71,val,15,289
587,85,71,val,15,290
588,101,71,val,15,291
589,117,71,val,15,292
590,133,71,val,15,293
591,149,72,val,15,294
592,165,72,val,15,295
593,181,73,val,15,296
594,198,72,val,15,297
595,214,72,val,15,298
596,231,73,val,15,299
597,248,73,val,15,300
598,265,72,val,15,301
599,282,73,val,15,302
600,298,72,val,15,303
601,313,72,val,15,304
602,329,72,val,15,305
603,53,55,val,15,306
604,69,55,val,15,307
605,85,56,val,15,308
606,101,56,val,15,309
607,117,55,val,15,310
608,132,56,val,15,311
609,148,57,val,15,312
610,165,56,val,15,313
611,181,56,val,15,314
612,231,57,val,15,317
613,249,57,val,15,318
614,266,56,val,15,319
615,282,56,val,15,320
616,297,57,val,15,321
617,313,57,val,15,322
618,328,57,val,15,323
619,54,327,val,22,0
620,70,329,val,22,1
621,86,328,val,22,2
622,102,330,val,22,3
623,118,331,val,22,4
624,135,331,val,22,5
625,152,331,val,22,6
626,169,331,val,22,7
627,186,331,val,22,8
628,203,333,val,22,9
629,219,331,val,22,10
630,236,330,val,22,11
631,251,329,val,22,12
632,266,329,val,22,13
633,281,328,val,22,14
634,297,329,val,22,15
635,313,327,val,22,16
636,328,327,val,22,17
637,54,312,val,22,18
638,70,312,val,22,19
639,87,312,val,22,20
640,103,313,val,22,21
641,119,314,val,22,22
642,135,314,val,22,23
643,152,315,val,22,24
644,169,316,val,22,25
645,186,316,val,22,26
646,203,317,val,22,27
647,219,315,val,22,28
648,236,315,val,22,29
649,251,314,val,22,30
650,266,313,val,22,31
651,281,312,val,22,32
652,297,311,val,22,33
653,312,310,val,22,34
654,327,310,val,22,35
655,53,295,val,22,36
656,87,297,val,22,38
657,102,297,val,22,39
658,119,297,val,22,40
659,135,297,val,22,41
660,152,298,val,22,42
661,169,299,val,22,43
662,186,301,val,22,44
663,202,301,val,22,45
664,219,301,val,22,46
665,235,300,val,22,47
666,251,298,val,22,48
667,267,297,val,22,49
668,281,296,val,22,50
669,297,295,val,22,51
670,313,295,val,22,52
671,328,294,val,22,53
672,102,281,val,22,57
673,118,281,val,22,58
674,135,282,val,22,59
675,152,282,val,22,60
676,169,285,val,22,61
677,184,285,val,22,62
678,202,286,val,22,63
679,219,283,val,22,64
680,235,284,val,22,65
681,251,283,val,22,66
682,267,281,val,22,67
683,282,280,val,22,68
684,297,280,val,22,69
685,313,279,val,22,70
686,329,278,val,22,71
687,53,264,val,22,72
688,69,265,val,22,73
689,85,266,val,22,74
690,101,265,val,22,75
691,118,265,val,22,76
692,135,266,val,22,77
693,152,267,val,22,78
694,169,268,val,22,79
695,184,269,val,22,80
696,201,271,val,22,81
697,218,269,val,22,82
698,236,269,val,22,83
699,252,267,val,22,84
700,267,266,val,22,85
701,283,265,val,22,86
702,298,264,val,22,87
703,314,264,val,22,88
704,329,262,val,22,89
705,53,248,val,22,90
706,69,248,val,22,91
707,86,249,val,22,92
708,102,249,val,22,93
709,119,250,val,22,94
710,135,251,val,22,95
711,152,251,val,22,96
712,168,252,val,22,97
713,184,252,val,22,98
714,201,254,val,22,99
715,218,252,val,22,100
716,235,253,val,22,101
717,251,252,val,22,102
718,267,250,val,22,103
719,283,250,val,22,104
720,298,249,val,22,105
721,314,248,val,22,106
722,330,247,val,22,107
723,53,231,val,22,108
724,69,233,val,22,109
725,85,232,val,22,110
726,102,233,val,22,111
727,118,234,val,22,112
728,135,234,val,22,113
729,152,236,val,22,114
730,168,237,val,22,115
731,184,235,val,22,116
732,200,235,val,22,117
733,217,235,val,22,118
734,234,235,val,22,119
735,251,235,val,22,120
736,267,235,val,22,121
737,283,234,val,22,122
738,298,233,val,22,123
739,313,233,val,22,124
740,329,231,val,22,125
741,53,216,val,22,126
742,70,217,val,22,127
743,86,216,val,22,128
744,102,218,val,22,129
745,118,218,val,22,130
746,135,218,val,22,131
747,151,220,val,22,132
748,168,220,val,22,133
749,184,217,val,22,134
750,217,219,val,22,136
751,234,219,val,22,137
752,251,220,val,22,138
753,267,218,val,22,139
754,283,217,val,22,140
755,299,217,val,22,141
756,314,216,val,22,142
757,330,215,val,22,143
758,53,201,val,22,144
759,69,200,val,22,145
760,86,200,val,22,146
761,102,200,val,22,147
762,118,202,val,22,148
763,135,203,val,22,149
764,152,204,val,22,150
765,168,204,val,22,151
766,185,202,val,22,152
767,218,203,val,22,154
768,234,203,val,22,155
769,250,203,val,22,156
770,266,202,val,22,157
771,283,201,val,22,158
772,299,200,val,22,159
773,314,199,val,22,160
774,330,199,val,22,161
775,53,184,val,22,162
776,69,183,val,22,163
777,86,184,val,22,164
778,102,184,val,22,165
779,119,186,val,22,166
780,135,186,val,22,167
781,152,187,val,22,168
782,168,187,val,22,169
783,184,186,val,22,170
784,218,187,val,22,172
785,235,186,val,22,173
786,251,186,val,22,174
787,266,186,val,22,175
788,282,185,val,22,176
789,299,185,val,22,177
790,314,183,val,22,178
791,329,183,val,22,179
792,54,168,val,22,180
793,69,168,val,22,181
794,86,168,val,22,182
795,102,169,val,22,183
796,118,170,val,22,184
797,135,170,val,22,185
798,151,171,val,22,186
799,167,170,val,22,187
800,183,170,val,22,188
801,218,171,val,22,190
802,234,170,val,22,191
803,251,170,val,22,192
804,267,170,val,22,193
805,283,169,val,22,194
806,298,170,val,22,195
807,315,167,val,22,196
808,331,167,val,22,197
809,53,151,val,22,198
810,70,152,val,22,199
811,86,152,val,22,200
812,101,153,val,22,201
813,118,154,val,22,202
814,134,154,val,22,203
815,151,154,val,22,204
816,167,154,val,22,205
817,182,154,val,22,206
818,218,153,val,22,208
819,234,154,val,22,209
820,250,155,val,22,210
821,267,154,val,22,211
822,282,154,val,22,212
823,299,153,val,22,213
824,314,153,val,22,214
825,330,152,val,22,215
826,54,135,val,22,216
827,70,135,val,22,217
828,85,135,val,22,218
829,102,136,val,22,219
830,118,137,val,22,220
831,135,137,val,22,221
832,151,137,val,22,222
833,168,138,val,22,223
834,217,138,val,22,226
835,234,137,val,22,227
836,250,137,val,22,228
837,267,137,val,22,229
838,283,138,val,22,230
839,298,137,val,22,231
840,314,136,val,22,232
841,330,137,val,22,233
842,54,119,val,22,234
843,70,119,val,22,235
844,85,119,val,22,236
845,102,120,val,22,237
846,118,121,val,22,238
847,135,120,val,22,239
848,151,120,val,22,240
849,167,121,val,22,241
850,216,121,val,22,244
851,234,121,val,22,245
852,251,121,val,22,246
853,267,121,val,22,247
854,283,121,val,22,248
855,298,120,val,22,249
856,314,120,val,22,250
857,330,121,val,22,251
858,53,102,val,22,252
859,69,102,val,22,253
860,85,102,val,22,254
861,101,103,val,22,255
862,117,103,val,22,256
863,134,104,val,22,257
864,151,104,val,22,258
865,166,105,val,22,259
866,216,105,val,22,262
867,233,105,val,22,263
868,251,105,val,22,264
869,267,104,val,22,265
870,283,104,val,22,266
871,299,104,val,22,267
872,314,104,val,22,268
873,329,104,val,22,269
874,54,86,val,22,270
875,70,85,val,22,271
876,84,87,val,22,272
877,101,87,val,22,273
878,117,87,val,22,274
879,133,87,val,22,275
880,150,86,val,22,276
881,165,87,val,22,277
882,216,88,val,22,280
883,234,89,val,22,281
884,250,88,val,22,282
885,267,88,val,22,283
886,282,89,val,22,284
887,299,89,val,22,285
888,314,89,val,22,286
889,330,88,val,22,287
890,54,70,val,22,288
891,69,68,val,22,289
892,84,70,val,22,290
893,100,70,val,22,291
894,116,70,val,22,292
895,133,71,val,22,293
896,149,70,val,22,294
897,165,70,val,22,295
898,215,71,val,22,298
899,233,72,val,22,299
900,250,72,val,22,300
901,267,72,val,22,301
902,283,73,val,22,302
903,299,73,val,22,303
904,314,72,val,22,304
905,330,71,val,22,305
906,53,56,val,22,306
907,83,54,val,22,308
908,100,54,val,22,309
909,115,54,val,22,310
910,132,55,val,22,311
911,148,55,val,22,312
912,216,55,val,22,316
913,233,55,val,22,317
914,265,55,val,22,319
915,282,55,val,22,320
916,298,56,val,22,321
917,314,56,val,22,322
918,330,56,val,22,323
919,54,328,val,38,0
920,70,329,val,38,1
921,87,330,val,38,2
922,103,330,val,38,3
923,119,331,val,38,4
924,136,331,val,38,5
925,152,332,val,38,6
926,170,332,val,38,7
927,188,332,val,38,8
928,204,332,val,38,9
929,220,332,val,38,10
930,237,330,val,38,11
931,253,330,val,38,12
932,268,330,val,38,13
933,283,329,val,38,14
934,298,329,val,38,15
935,314,327,val,38,16
936,329,327,val,38,17
937,53,311,val,38,18
938,71,311,val,38,19
939,86,315,val,38,20
940,103,314,val,38,21
941,119,314,val,38,22
942,135,315,val,38,23
943,152,316,val,38,24
944,170,316,val,38,25
945,188,317,val,38,26
946,202,315,val,38,27
947,220,315,val,38,28
948,237,314,val,38,29
949,253,313,val,38,30
950,268,314,val,38,31
951,283,313,val,38,32
952,298,312,val,38,33
953,314,311,val,38,34
954,329,309,val,38,35
955,53,294,val,38,36
956,86,298,val,38,38
957,102,298,val,38,39
958,119,298,val,38,40
959,135,298,val,38,41
960,152,299,val,38,42
961,170,300,val,38,43
962,187,301,val,38,44
963,204,300,val,38,45
964,220,300,val,38,46
965,236,299,val,38,47
966,253,298,val,38,48
967,268,298,val,38,49
968,283,298,val,38,50
969,299,296,val,38,51
970,314,295,val,38,52
971,329,292,val,38,53
972,102,282,val,38,57
973,118,282,val,38,58
974,135,283,val,38,59
975,152,284,val,38,60
976,170,286,val,38,61
977,187,287,val,38,62
978,203,284,val,38,63
979,221,285,val,38,64
980,237,283,val,38,65
981,253,283,val,38,66
982,269,282,val,38,67
983,284,281,val,38,68
984,299,281,val,38,69
985,314,280,val,38,70
986,330,276,val,38,71
987,53,268,val,38,72
988,69,266,val,38,73
989,85,267,val,38,74
990,102,266,val,38,75
991,118,266,val,38,76
992,135,267,val,38,77
993,152,268,val,38,78
994,170,270,val,38,79
995,186,270,val,38,80
996,204,267,val,38,81
997,221,270,val,38,82
998,238,268,val,38,83
999,254,268,val,38,84
1000,269,267,val,38,85
1001,284,266,val,38,86
1002,299,266,val,38,87
1003,314,264,val,38,88
1004,330,262,val,38,89
1005,54,250,val,38,90
1006,69,249,val,38,91
1007,86,249,val,38,92
1008,102,249,val,38,93
1009,118,249,val,38,94
1010,135,251,val,38,95
1011,152,252,val,38,96
1012,170,254,val,38,97
1013,186,255,val,38,98
1014,204,250,val,38,99
1015,221,254,val,38,100
1016,237,252,val,38,101
1017,253,251,val,38,102
1018,269,251,val,38,103
1019,285,250,val,38,104
1020,299,250,val,38,105
1021,315,248,val,38,106
1022,330,247,val,38,107
1023,53,233,val,38,108
1024,69,233,val,38,109
1025,85,233,val,38,110
1026,102,233,val,38,111
1027,118,233,val,38,112
1028,135,234,val,38,113
1029,152,234,val,38,114
1030,169,236,val,38,115
1031,186,237,val,38,116
1032,203,232,val,38,117
1033,220,236,val,38,118
1034,237,235,val,38,119
1035,253,235,val,38,120
1036,268,234,val,38,121
1037,284,234,val,38,122
1038,299,233,val,38,123
1039,314,233,val,38,124
1040,329,230,val,38,125
1041,53,217,val,38,126
1042,70,217,val,38,127
1043,86,216,val,38,128
1044,102,217,val,38,129
1045,118,216,val,38,130
1046,134,217,val,38,131
1047,152,218,val,38,132
1048,169,219,val,38,133
1049,185,218,val,38,134
1050,219,220,val,38,136
1051,236,218,val,38,137
1052,253,218,val,38,138
1053,268,217,val,38,139
1054,283,217,val,38,140
1055,299,217,val,38,141
1056,314,216,val,38,142
1057,330,214,val,38,143
1058,54,200,val,38,144
1059,70,201,val,38,145
1060,86,200,val,38,146
1061,102,200,val,38,147
1062,118,200,val,38,148
1063,134,201,val,38,149
1064,152,202,val,38,150
1065,169,203,val,38,151
1066,185,203,val,38,152
1067,219,203,val,38,154
1068,236,202,val,38,155
1069,252,202,val,38,156
1070,267,201,val,38,157
1071,283,201,val,38,158
1072,300,201,val,38,159
1073,313,199,val,38,160
1074,330,198,val,38,161
1075,53,185,val,38,162
1076,69,184,val,38,163
1077,86,184,val,38,164
1078,102,183,val,38,165
1079,118,185,val,38,166
1080,134,185,val,38,167
1081,152,186,val,38,168
1082,168,187,val,38,169
1083,185,187,val,38,170
1084,219,188,val,38,172
1085,235,186,val,38,173
1086,252,186,val,38,174
1087,268,184,val,38,175
1088,284,184,val,38,176
1089,300,185,val,38,177
1090,314,183,val,38,178
1091,330,182,val,38,179
1092,53,169,val,38,180
1093,70,168,val,38,181
1094,85,168,val,38,182
1095,102,168,val,38,183
1096,118,169,val,38,184
1097,135,169,val,38,185
1098,152,170,val,38,186
1099,168,170,val,38,187
1100,183,171,val,38,188
1101,218,171,val,38,190
1102,235,170,val,38,191
1103,252,170,val,38,192
1104,268,169,val,38,193
1105,284,168,val,38,194
1106,300,169,val,38,195
1107,314,168,val,38,196
1108,330,167,val,38,197
1109,53,152,val,38,198
1110,69,151,val,38,199
1111,85,151,val,38,200
1112,101,152,val,38,201
1113,118,152,val,38,202
1114,135,152,val,38,203
1115,152,153,val,38,204
1116,168,154,val,38,205
1117,185,154,val,38,206
1118,217,154,val,38,208
1119,235,154,val,38,209
1120,251,154,val,38,210
1121,268,153,val,38,211
1122,284,153,val,38,212
1123,299,153,val,38,213
1124,315,152,val,38,214
1125,330,151,val,38,215
1126,53,136,val,38,216
1127,69,135,val,38,217
1128,85,135,val,38,218
1129,102,135,val,38,219
1130,118,135,val,38,220
1131,135,136,val,38,221
1132,152,136,val,38,222
1133,168,136,val,38,223
1134,184,137,val,38,224
1135,217,138,val,38,226
1136,234,137,val,38,227
1137,251,137,val,38,228
1138,268,137,val,38,229
1139,284,137,val,38,230
1140,300,136,val,38,231
1141,314,136,val,38,232
1142,330,135,val,38,233
1143,53,118,val,38,234
1144,69,118,val,38,235
1145,85,118,val,38,236
1146,101,119,val,38,237
1147,118,119,val,38,238
1148,135,119,val,38,239
1149,152,119,val,38,240
1150,167,120,val,38,241
