,x,y,Set,Image,Point,Type
86,102,249,val,12,93,warped
87,119,249,val,12,94,warped
88,136,249,val,12,95,warped
89,152,250,val,12,96,warped
90,169,250,val,12,97,warped
91,185,251,val,12,98,warped
92,202,252,val,12,99,warped
93,235,253,val,12,101,warped
94,252,251,val,12,102,warped
95,267,250,val,12,103,warped
96,283,250,val,12,104,warped
97,298,249,val,12,105,warped
98,314,248,val,12,106,warped
99,329,246,val,12,107,warped
100,53,233,val,12,108,warped
101,70,232,val,12,109,warped
102,86,232,val,12,110,warped
103,103,232,val,12,111,warped
104,118,233,val,12,112,warped
105,135,233,val,12,113,warped
106,151,233,val,12,114,warped
107,168,234,val,12,115,warped
108,185,236,val,12,116,warped
109,201,235,val,12,117,warped
110,235,237,val,12,119,warped
111,252,235,val,12,120,warped
112,268,235,val,12,121,warped
113,283,234,val,12,122,warped
114,298,232,val,12,123,warped
115,313,232,val,12,124,warped
116,330,230,val,12,125,warped
117,53,217,val,12,126,warped
118,70,216,val,12,127,warped
119,86,215,val,12,128,warped
120,102,216,val,12,129,warped
121,118,217,val,12,130,warped
122,134,217,val,12,131,warped
123,151,217,val,12,132,warped
124,168,220,val,12,133,warped
125,185,218,val,12,134,warped
126,201,217,val,12,135,warped
127,235,218,val,12,137,warped
128,252,218,val,12,138,warped
129,268,219,val,12,139,warped
130,283,218,val,12,140,warped
131,298,216,val,12,141,warped
132,314,215,val,12,142,warped
133,329,215,val,12,143,warped
134,53,201,val,12,144,warped
135,70,200,val,12,145,warped
136,85,200,val,12,146,warped
137,102,200,val,12,147,warped
138,118,201,val,12,148,warped
139,135,201,val,12,149,warped
140,152,202,val,12,150,warped
141,168,202,val,12,151,warped
142,185,201,val,12,152,warped
143,202,204,val,12,153,warped
144,234,202,val,12,155,warped
145,251,202,val,12,156,warped
146,268,202,val,12,157,warped
147,283,201,val,12,158,warped
148,299,200,val,12,159,warped
149,314,199,val,12,160,warped
150,329,199,val,12,161,warped
151,53,185,val,12,162,warped
152,70,186,val,12,163,warped
153,86,186,val,12,164,warped
154,103,185,val,12,165,warped
155,118,186,val,12,166,warped
156,135,186,val,12,167,warped
157,152,186,val,12,168,warped
158,168,186,val,12,169,warped
159,185,187,val,12,170,warped
160,201,187,val,12,171,warped
161,233,185,val,12,173,warped
162,252,185,val,12,174,warped
163,267,185,val,12,175,warped
164,283,184,val,12,176,warped
165,299,184,val,12,177,warped
166,314,183,val,12,178,warped
167,329,182,val,12,179,warped
168,53,170,val,12,180,warped
169,70,171,val,12,181,warped
170,86,170,val,12,182,warped
171,103,169,val,12,183,warped
172,118,170,val,12,184,warped
173,134,170,val,12,185,warped
174,151,169,val,12,186,warped
175,168,169,val,12,187,warped
176,184,169,val,12,188,warped
177,201,172,val,12,189,warped
178,234,170,val,12,191,warped
179,251,170,val,12,192,warped
180,267,169,val,12,193,warped
181,283,169,val,12,194,warped
182,299,169,val,12,195,warped
183,314,168,val,12,196,warped
184,329,166,val,12,197,warped
185,54,153,val,12,198,warped
186,69,154,val,12,199,warped
187,87,153,val,12,200,warped
188,102,152,val,12,201,warped
189,118,153,val,12,202,warped
190,134,154,val,12,203,warped
191,152,153,val,12,204,warped
192,168,153,val,12,205,warped
193,184,151,val,12,206,warped
194,201,156,val,12,207,warped
195,234,153,val,12,209,warped
196,251,153,val,12,210,warped
197,266,153,val,12,211,warped
198,283,153,val,12,212,warped
199,298,153,val,12,213,warped
200,315,152,val,12,214,warped
201,330,151,val,12,215,warped
202,54,137,val,12,216,warped
203,70,138,val,12,217,warped
204,86,137,val,12,218,warped
205,102,136,val,12,219,warped
206,119,137,val,12,220,warped
207,134,137,val,12,221,warped
208,151,137,val,12,222,warped
209,167,137,val,12,223,warped
210,184,136,val,12,224,warped
211,200,139,val,12,225,warped
212,234,137,val,12,227,warped
213,251,137,val,12,228,warped
214,267,137,val,12,229,warped
215,283,136,val,12,230,warped
216,299,137,val,12,231,warped
217,314,135,val,12,232,warped
218,329,135,val,12,233,warped
219,54,121,val,12,234,warped
220,70,122,val,12,235,warped
221,87,120,val,12,236,warped
222,102,120,val,12,237,warped
223,118,120,val,12,238,warped
224,135,121,val,12,239,warped
225,151,121,val,12,240,warped
226,167,121,val,12,241,warped
227,183,120,val,12,242,warped
228,199,122,val,12,243,warped
229,233,122,val,12,245,warped
230,250,120,val,12,246,warped
231,267,120,val,12,247,warped
232,282,120,val,12,248,warped
233,298,120,val,12,249,warped
234,313,119,val,12,250,warped
235,329,119,val,12,251,warped
236,54,103,val,12,252,warped
237,71,104,val,12,253,warped
238,86,104,val,12,254,warped
239,102,104,val,12,255,warped
240,118,104,val,12,256,warped
241,134,104,val,12,257,warped
242,150,105,val,12,258,warped
243,167,105,val,12,259,warped
244,183,104,val,12,260,warped
245,200,106,val,12,261,warped
246,233,106,val,12,263,warped
247,250,104,val,12,264,warped
248,266,105,val,12,265,warped
249,283,104,val,12,266,warped
250,297,104,val,12,267,warped
251,313,104,val,12,268,warped
252,329,104,val,12,269,warped
253,54,86,val,12,270,warped
254,70,88,val,12,271,warped
255,86,87,val,12,272,warped
256,102,87,val,12,273,warped
257,118,88,val,12,274,warped
258,134,88,val,12,275,warped
259,150,88,val,12,276,warped
260,166,88,val,12,277,warped
261,183,89,val,12,278,warped
262,199,88,val,12,279,warped
263,216,90,val,12,280,warped
264,232,88,val,12,281,warped
265,249,88,val,12,282,warped
266,266,88,val,12,283,warped
267,282,88,val,12,284,warped
268,297,88,val,12,285,warped
269,313,88,val,12,286,warped
270,329,88,val,12,287,warped
271,53,71,val,12,288,warped
272,70,72,val,12,289,warped
273,86,71,val,12,290,warped
274,101,71,val,12,291,warped
275,118,71,val,12,292,warped
276,134,72,val,12,293,warped
277,150,71,val,12,294,warped
278,166,72,val,12,295,warped
279,182,72,val,12,296,warped
280,199,71,val,12,297,warped
281,216,72,val,12,298,warped
282,232,72,val,12,299,warped
283,248,73,val,12,300,warped
284,266,72,val,12,301,warped
285,282,72,val,12,302,warped
286,298,73,val,12,303,warped
287,313,72,val,12,304,warped
288,329,72,val,12,305,warped
289,53,53,val,12,306,warped
290,70,56,val,12,307,warped
291,86,55,val,12,308,warped
292,101,56,val,12,309,warped
293,118,56,val,12,310,warped
294,133,56,val,12,311,warped
295,149,56,val,12,312,warped
296,165,56,val,12,313,warped
297,182,56,val,12,314,warped
298,233,55,val,12,317,warped
299,249,55,val,12,318,warped
300,266,56,val,12,319,warped
301,282,56,val,12,320,warped
302,297,57,val,12,321,warped
303,313,56,val,12,322,warped
304,329,56,val,12,323,warped
305,88,330,val,15,2,warped
306,103,331,val,15,3,warped
307,118,331,val,15,4,warped
308,135,331,val,15,5,warped
309,151,332,val,15,6,warped
310,171,331,val,15,7,warped
311,189,332,val,15,8,warped
312,203,332,val,15,9,warped
313,235,331,val,15,11,warped
314,250,330,val,15,12,warped
315,266,329,val,15,13,warped
316,282,329,val,15,14,warped
317,297,327,val,15,15,warped
318,313,328,val,15,16,warped
319,328,328,val,15,17,warped
320,71,317,val,15,19,warped
321,103,314,val,15,21,warped
322,119,316,val,15,22,warped
323,135,314,val,15,23,warped
324,151,316,val,15,24,warped
325,169,314,val,15,25,warped
326,186,317,val,15,26,warped
327,202,317,val,15,27,warped
328,219,316,val,15,28,warped
329,237,314,val,15,29,warped
330,251,314,val,15,30,warped
331,267,313,val,15,31,warped
332,282,313,val,15,32,warped
333,312,310,val,15,34,warped
334,328,310,val,15,35,warped
335,54,300,val,15,36,warped
336,70,299,val,15,37,warped
337,87,301,val,15,38,warped
338,103,299,val,15,39,warped
339,119,299,val,15,40,warped
340,136,299,val,15,41,warped
341,152,299,val,15,42,warped
342,169,300,val,15,43,warped
343,186,301,val,15,44,warped
344,202,301,val,15,45,warped
345,218,300,val,15,46,warped
346,235,299,val,15,47,warped
347,252,299,val,15,48,warped
348,266,298,val,15,49,warped
349,281,298,val,15,50,warped
350,297,296,val,15,51,warped
351,313,295,val,15,52,warped
352,54,282,val,15,54,warped
353,70,282,val,15,55,warped
354,87,283,val,15,56,warped
355,103,282,val,15,57,warped
356,118,283,val,15,58,warped
357,135,284,val,15,59,warped
358,152,282,val,15,60,warped
359,169,284,val,15,61,warped
360,186,284,val,15,62,warped
361,203,285,val,15,63,warped
362,218,284,val,15,64,warped
363,235,284,val,15,65,warped
364,250,282,val,15,66,warped
365,267,281,val,15,67,warped
366,282,282,val,15,68,warped
367,297,281,val,15,69,warped
368,313,280,val,15,70,warped
369,328,279,val,15,71,warped
370,53,266,val,15,72,warped
371,70,266,val,15,73,warped
372,86,268,val,15,74,warped
373,103,266,val,15,75,warped
374,118,266,val,15,76,warped
375,135,267,val,15,77,warped
376,151,267,val,15,78,warped
377,169,268,val,15,79,warped
378,186,267,val,15,80,warped
379,201,267,val,15,81,warped
380,235,268,val,15,83,warped
381,251,268,val,15,84,warped
382,267,266,val,15,85,warped
383,283,266,val,15,86,warped
384,299,265,val,15,87,warped
385,314,265,val,15,88,warped
386,329,263,val,15,89,warped
387,54,249,val,15,90,warped
388,71,251,val,15,91,warped
389,85,250,val,15,92,warped
390,102,250,val,15,93,warped
391,118,250,val,15,94,warped
392,135,250,val,15,95,warped
393,153,251,val,15,96,warped
394,169,251,val,15,97,warped
395,185,249,val,15,98,warped
396,201,250,val,15,99,warped
397,218,245,val,15,100,warped
398,235,252,val,15,101,warped
399,251,250,val,15,102,warped
400,267,251,val,15,103,warped
401,283,250,val,15,104,warped
402,298,249,val,15,105,warped
403,313,248,val,15,106,warped
404,329,248,val,15,107,warped
405,55,233,val,15,108,warped
406,71,233,val,15,109,warped
407,86,234,val,15,110,warped
408,103,234,val,15,111,warped
409,118,233,val,15,112,warped
410,135,234,val,15,113,warped
411,152,233,val,15,114,warped
412,169,234,val,15,115,warped
413,184,234,val,15,116,warped
414,200,234,val,15,117,warped
415,218,227,val,15,118,warped
416,235,235,val,15,119,warped
417,251,235,val,15,120,warped
418,268,235,val,15,121,warped
419,283,234,val,15,122,warped
420,298,233,val,15,123,warped
421,314,232,val,15,124,warped
422,329,232,val,15,125,warped
423,54,218,val,15,126,warped
424,70,217,val,15,127,warped
425,85,217,val,15,128,warped
426,102,218,val,15,129,warped
427,118,217,val,15,130,warped
428,135,218,val,15,131,warped
429,151,217,val,15,132,warped
430,167,217,val,15,133,warped
431,184,217,val,15,134,warped
432,200,218,val,15,135,warped
433,218,212,val,15,136,warped
434,235,221,val,15,137,warped
435,251,218,val,15,138,warped
436,266,218,val,15,139,warped
437,282,217,val,15,140,warped
438,298,216,val,15,141,warped
439,313,216,val,15,142,warped
440,329,216,val,15,143,warped
441,54,202,val,15,144,warped
442,70,201,val,15,145,warped
443,86,200,val,15,146,warped
444,102,201,val,15,147,warped
445,118,201,val,15,148,warped
446,135,201,val,15,149,warped
447,152,201,val,15,150,warped
448,168,202,val,15,151,warped
449,185,202,val,15,152,warped
450,201,202,val,15,153,warped
451,218,198,val,15,154,warped
452,235,204,val,15,155,warped
453,251,202,val,15,156,warped
454,266,201,val,15,157,warped
455,282,200,val,15,158,warped
456,298,200,val,15,159,warped
457,314,199,val,15,160,warped
458,329,199,val,15,161,warped
459,53,186,val,15,162,warped
460,69,185,val,15,163,warped
461,85,185,val,15,164,warped
462,102,186,val,15,165,warped
463,118,186,val,15,166,warped
464,135,186,val,15,167,warped
465,152,185,val,15,168,warped
466,168,185,val,15,169,warped
467,185,186,val,15,170,warped
468,201,187,val,15,171,warped
469,218,183,val,15,172,warped
470,235,189,val,15,173,warped
471,251,187,val,15,174,warped
472,266,185,val,15,175,warped
473,283,184,val,15,176,warped
474,298,183,val,15,177,warped
475,314,183,val,15,178,warped
476,329,183,val,15,179,warped
477,53,169,val,15,180,warped
478,70,170,val,15,181,warped
479,86,169,val,15,182,warped
480,102,170,val,15,183,warped
481,118,169,val,15,184,warped
482,135,170,val,15,185,warped
483,152,168,val,15,186,warped
484,168,169,val,15,187,warped
485,184,169,val,15,188,warped
486,201,172,val,15,189,warped
487,217,168,val,15,190,warped
488,235,171,val,15,191,warped
489,251,171,val,15,192,warped
490,267,170,val,15,193,warped
491,284,169,val,15,194,warped
492,299,169,val,15,195,warped
493,314,168,val,15,196,warped
494,329,167,val,15,197,warped
495,54,152,val,15,198,warped
496,70,153,val,15,199,warped
497,86,153,val,15,200,warped
498,102,154,val,15,201,warped
499,119,153,val,15,202,warped
500,136,154,val,15,203,warped
501,152,152,val,15,204,warped
502,168,154,val,15,205,warped
503,185,154,val,15,206,warped
504,201,154,val,15,207,warped
505,217,153,val,15,208,warped
506,236,156,val,15,209,warped
507,251,154,val,15,210,warped
508,267,154,val,15,211,warped
509,283,154,val,15,212,warped
510,298,152,val,15,213,warped
511,314,152,val,15,214,warped
512,330,152,val,15,215,warped
513,55,137,val,15,216,warped
514,70,136,val,15,217,warped
515,86,137,val,15,218,warped
516,103,138,val,15,219,warped
517,119,138,val,15,220,warped
518,136,137,val,15,221,warped
519,152,137,val,15,222,warped
520,167,138,val,15,223,warped
521,184,137,val,15,224,warped
522,200,137,val,15,225,warped
523,217,136,val,15,226,warped
524,233,138,val,15,227,warped
525,250,139,val,15,228,warped
526,266,136,val,15,229,warped
527,283,137,val,15,230,warped
528,298,137,val,15,231,warped
529,313,136,val,15,232,warped
530,329,136,val,15,233,warped
531,54,120,val,15,234,warped
532,71,119,val,15,235,warped
533,86,120,val,15,236,warped
534,102,121,val,15,237,warped
535,120,121,val,15,238,warped
536,136,121,val,15,239,warped
537,151,120,val,15,240,warped
538,167,120,val,15,241,warped
539,182,120,val,15,242,warped
540,199,119,val,15,243,warped
541,216,120,val,15,244,warped
542,234,121,val,15,245,warped
543,249,119,val,15,246,warped
544,265,120,val,15,247,warped
545,283,121,val,15,248,warped
546,298,121,val,15,249,warped
547,313,120,val,15,250,warped
548,329,120,val,15,251,warped
549,54,103,val,15,252,warped
550,69,103,val,15,253,warped
551,86,105,val,15,254,warped
552,103,105,val,15,255,warped
553,119,104,val,15,256,warped
554,135,104,val,15,257,warped
555,151,105,val,15,258,warped
556,166,104,val,15,259,warped
557,182,104,val,15,260,warped
558,199,103,val,15,261,warped
559,215,104,val,15,262,warped
560,233,104,val,15,263,warped
561,249,103,val,15,264,warped
562,265,104,val,15,265,warped
563,282,104,val,15,266,warped
564,298,105,val,15,267,warped
565,313,105,val,15,268,warped
566,329,104,val,15,269,warped
567,54,86,val,15,270,warped
568,70,88,val,15,271,warped
569,85,88,val,15,272,warped
570,102,87,val,15,273,warped
571,118,87,val,15,274,warped
572,134,87,val,15,275,warped
573,150,88,val,15,276,warped
574,165,87,val,15,277,warped
575,182,88,val,15,278,warped
576,198,88,val,15,279,warped
577,215,87,val,15,280,warped
578,232,88,val,15,281,warped
579,248,88,val,15,282,warped
580,266,88,val,15,283,warped
581,282,89,val,15,284,warped
582,298,88,val,15,285,warped
583,313,89,val,15,286,warped
584,328,89,val,15,287,warped
585,53,71,val,15,288,warped
586,69,71,val,15,289,warped
587,85,71,val,15,290,warped
588,101,71,val,15,291,warped
589,117,71,val,15,292,warped
590,133,71,val,15,293,warped
591,149,72,val,15,294,warped
592,165,72,val,15,295,warped
593,181,73,val,15,296,warped
594,198,72,val,15,297,warped
595,214,72,val,15,298,warped
596,231,73,val,15,299,warped
597,248,73,val,15,300,warped
598,265,72,val,15,301,warped
599,282,73,val,15,302,warped
600,298,72,val,15,303,warped
601,313,72,val,15,304,warped
602,329,72,val,15,305,warped
603,53,55,val,15,306,warped
604,69,55,val,15,307,warped
605,85,56,val,15,308,warped
606,101,56,val,15,309,warped
607,117,55,val,15,310,warped
608,132,56,val,15,311,warped
609,148,57,val,15,312,warped
610,165,56,val,15,313,warped
611,181,56,val,15,314,warped
612,231,57,val,15,317,warped
613,249,57,val,15,318,warped
614,266,56,val,15,319,warped
615,282,56,val,15,320,warped
616,297,57,val,15,321,warped
617,313,57,val,15,322,warped
618,328,57,val,15,323,warped
619,54,327,val,22,0,warped
620,70,329,val,22,1,warped
621,86,328,val,22,2,warped
622,102,330,val,22,3,warped
623,118,331,val,22,4,warped
624,135,331,val,22,5,warped
625,152,331,val,22,6,warped
626,169,331,val,22,7,warped
627,186,331,val,22,8,warped
628,203,333,val,22,9,warped
629,219,331,val,22,10,warped
630,236,330,val,22,11,warped
631,251,329,val,22,12,warped
632,266,329,val,22,13,warped
633,281,328,val,22,14,warped
634,297,329,val,22,15,warped
635,313,327,val,22,16,warped
636,328,327,val,22,17,warped
637,54,312,val,22,18,warped
638,70,312,val,22,19,warped
639,87,312,val,22,20,warped
640,103,313,val,22,21,warped
641,119,314,val,22,22,warped
642,135,314,val,22,23,warped
643,152,315,val,22,24,warped
644,169,316,val,22,25,warped
645,186,316,val,22,26,warped
646,203,317,val,22,27,warped
647,219,315,val,22,28,warped
648,236,315,val,22,29,warped
649,251,314,val,22,30,warped
650,266,313,val,22,31,warped
651,281,312,val,22,32,warped
652,297,311,val,22,33,warped
653,312,310,val,22,34,warped
654,327,310,val,22,35,warped
655,53,295,val,22,36,warped
656,87,297,val,22,38,warped
657,102,297,val,22,39,warped
658,119,297,val,22,40,warped
659,135,297,val,22,41,warped
660,152,298,val,22,42,warped
661,169,299,val,22,43,warped
662,186,301,val,22,44,warped
663,202,301,val,22,45,warped
664,219,301,val,22,46,warped
665,235,300,val,22,47,warped
666,251,298,val,22,48,warped
667,267,297,val,22,49,warped
668,281,296,val,22,50,warped
669,297,295,val,22,51,warped
670,313,295,val,22,52,warped
671,328,294,val,22,53,warped
672,102,281,val,22,57,warped
673,118,281,val,22,58,warped
674,135,282,val,22,59,warped
675,152,282,val,22,60,warped
676,169,285,val,22,61,warped
677,184,285,val,22,62,warped
678,202,286,val,22,63,warped
679,219,283,val,22,64,warped
680,235,284,val,22,65,warped
681,251,283,val,22,66,warped
682,267,281,val,22,67,warped
683,282,280,val,22,68,warped
684,297,280,val,22,69,warped
685,313,279,val,22,70,warped
686,329,278,val,22,71,warped
687,53,264,val,22,72,warped
688,69,265,val,22,73,warped
689,85,266,val,22,74,warped
690,101,265,val,22,75,warped
691,118,265,val,22,76,warped
692,135,266,val,22,77,warped
693,152,267,val,22,78,warped
694,169,268,val,22,79,warped
695,184,269,val,22,80,warped
696,201,271,val,22,81,warped
697,218,269,val,22,82,warped
698,236,269,val,22,83,warped
699,252,267,val,22,84,warped
700,267,266,val,22,85,warped
701,283,265,val,22,86,warped
702,298,264,val,22,87,warped
703,314,264,val,22,88,warped
704,329,262,val,22,89,warped
705,53,248,val,22,90,warped
706,69,248,val,22,91,warped
707,86,249,val,22,92,warped
708,102,249,val,22,93,warped
709,119,250,val,22,94,warped
710,135,251,val,22,95,warped
711,152,251,val,22,96,warped
712,168,252,val,22,97,warped
713,184,252,val,22,98,warped
714,201,254,val,22,99,warped
715,218,252,val,22,100,warped
716,235,253,val,22,101,warped
717,251,252,val,22,102,warped
718,267,250,val,22,103,warped
719,283,250,val,22,104,warped
720,298,249,val,22,105,warped
721,314,248,val,22,106,warped
722,330,247,val,22,107,warped
723,53,231,val,22,108,warped
724,69,233,val,22,109,warped
725,85,232,val,22,110,warped
726,102,233,val,22,111,warped
727,118,234,val,22,112,warped
728,135,234,val,22,113,warped
729,152,236,val,22,114,warped
730,168,237,val,22,115,warped
731,184,235,val,22,116,warped
732,200,235,val,22,117,warped
733,217,235,val,22,118,warped
734,234,235,val,22,119,warped
735,251,235,val,22,120,warped
736,267,235,val,22,121,warped
737,283,234,val,22,122,warped
738,298,233,val,22,123,warped
739,313,233,val,22,124,warped
740,329,231,val,22,125,warped
741,53,216,val,22,126,warped
742,70,217,val,22,127,warped
743,86,216,val,22,128,warped
744,102,218,val,22,129,warped
745,118,218,val,22,130,warped
746,135,218,val,22,131,warped
747,151,220,val,22,132,warped
748,168,220,val,22,133,warped
749,184,217,val,22,134,warped
750,217,219,val,22,136,warped
751,234,219,val,22,137,warped
752,251,220,val,22,138,warped
753,267,218,val,22,139,warped
754,283,217,val,22,140,warped
755,299,217,val,22,141,warped
756,314,216,val,22,142,warped
757,330,215,val,22,143,warped
758,53,201,val,22,144,warped
759,69,200,val,22,145,warped
760,86,200,val,22,146,warped
761,102,200,val,22,147,warped
762,118,202,val,22,148,warped
763,135,203,val,22,149,warped
764,152,204,val,22,150,warped
765,168,204,val,22,151,warped
766,185,202,val,22,152,warped
767,218,203,val,22,154,warped
768,234,203,val,22,155,warped
769,250,203,val,22,156,warped
770,266,202,val,22,157,warped
771,283,201,val,22,158,warped
772,299,200,val,22,159,warped
773,314,199,val,22,160,warped
774,330,199,val,22,161,warped
775,53,184,val,22,162,warped
776,69,183,val,22,163,warped
777,86,184,val,22,164,warped
778,102,184,val,22,165,warped
779,119,186,val,22,166,warped
780,135,186,val,22,167,warped
781,152,187,val,22,168,warped
782,168,187,val,22,169,warped
783,184,186,val,22,170,warped
784,218,187,val,22,172,warped
785,235,186,val,22,173,warped
786,251,186,val,22,174,warped
787,266,186,val,22,175,warped
788,282,185,val,22,176,warped
789,299,185,val,22,177,warped
790,314,183,val,22,178,warped
791,329,183,val,22,179,warped
792,54,168,val,22,180,warped
793,69,168,val,22,181,warped
794,86,168,val,22,182,warped
795,102,169,val,22,183,warped
796,118,170,val,22,184,warped
797,135,170,val,22,185,warped
798,151,171,val,22,186,warped
799,167,170,val,22,187,warped
800,183,170,val,22,188,warped
801,218,171,val,22,190,warped
802,234,170,val,22,191,warped
803,251,170,val,22,192,warped
804,267,170,val,22,193,warped
805,283,169,val,22,194,warped
806,298,170,val,22,195,warped
807,315,167,val,22,196,warped
808,331,167,val,22,197,warped
809,53,151,val,22,198,warped
810,70,152,val,22,199,warped
811,86,152,val,22,200,warped
812,101,153,val,22,201,warped
813,118,154,val,22,202,warped
814,134,154,val,22,203,warped
815,151,154,val,22,204,warped
816,167,154,val,22,205,warped
817,182,154,val,22,206,warped
818,218,153,val,22,208,warped
819,234,154,val,22,209,warped
820,250,155,val,22,210,warped
821,267,154,val,22,211,warped
822,282,154,val,22,212,warped
823,299,153,val,22,213,warped
824,314,153,val,22,214,warped
825,330,152,val,22,215,warped
826,54,135,val,22,216,warped
827,70,135,val,22,217,warped
828,85,135,val,22,218,warped
829,102,136,val,22,219,warped
830,118,137,val,22,220,warped
831,135,137,val,22,221,warped
832,151,137,val,22,222,warped
833,168,138,val,22,223,warped
834,217,138,val,22,226,warped
835,234,137,val,22,227,warped
836,250,137,val,22,228,warped
837,267,137,val,22,229,warped
838,283,138,val,22,230,warped
839,298,137,val,22,231,warped
840,314,136,val,22,232,warped
841,330,137,val,22,233,warped
842,54,119,val,22,234,warped
843,70,119,val,22,235,warped
844,85,119,val,22,236,warped
845,102,120,val,22,237,warped
846,118,121,val,22,238,warped
847,135,120,val,22,239,warped
848,151,120,val,22,240,warped
849,167,121,val,22,241,warped
850,216,121,val,22,244,warped
851,234,121,val,22,245,warped
852,251,121,val,22,246,warped
853,267,121,val,22,247,warped
854,283,121,val,22,248,warped
855,298,120,val,22,249,warped
856,314,120,val,22,250,warped
857,330,121,val,22,251,warped
858,53,102,val,22,252,warped
859,69,102,val,22,253,warped
860,85,102,val,22,254,warped
861,101,103,val,22,255,warped
862,117,103,val,22,256,warped
863,134,104,val,22,257,warped
864,151,104,val,22,258,warped
865,166,105,val,22,259,warped
866,216,105,val,22,262,warped
867,233,105,val,22,263,warped
868,251,105,val,22,264,warped
869,267,104,val,22,265,warped
870,283,104,val,22,266,warped
871,299,104,val,22,267,warped
872,314,104,val,22,268,warped
873,329,104,val,22,269,warped
874,54,86,val,22,270,warped
875,70,85,val,22,271,warped
876,84,87,val,22,272,warped
877,101,87,val,22,273,warped
878,117,87,val,22,274,warped
879,133,87,val,22,275,warped
880,150,86,val,22,276,warped
881,165,87,val,22,277,warped
882,216,88,val,22,280,warped
883,234,89,val,22,281,warped
884,250,88,val,22,282,warped
885,267,88,val,22,283,warped
886,282,89,val,22,284,warped
887,299,89,val,22,285,warped
888,314,89,val,22,286,warped
889,330,88,val,22,287,warped
890,54,70,val,22,288,warped
891,69,68,val,22,289,warped
892,84,70,val,22,290,warped
893,100,70,val,22,291,warped
894,116,70,val,22,292,warped
895,133,71,val,22,293,warped
896,149,70,val,22,294,warped
897,165,70,val,22,295,warped
898,215,71,val,22,298,warped
899,233,72,val,22,299,warped
900,250,72,val,22,300,warped
901,267,72,val,22,301,warped
902,283,73,val,22,302,warped
903,299,73,val,22,303,warped
904,314,72,val,22,304,warped
905,330,71,val,22,305,warped
906,53,56,val,22,306,warped
907,83,54,val,22,308,warped
908,100,54,val,22,309,warped
909,115,54,val,22,310,warped
910,132,55,val,22,311,warped
911,148,55,val,22,312,warped
912,216,55,val,22,316,warped
913,233,55,val,22,317,warped
914,265,55,val,22,319,warped
915,282,55,val,22,320,warped
916,298,56,val,22,321,warped
917,314,56,val,22,322,warped
918,330,56,val,22,323,warped
919,54,328,val,38,0,warped
920,70,329,val,38,1,warped
921,87,330,val,38,2,warped
922,103,330,val,38,3,warped
923,119,331,val,38,4,warped
924,136,331,val,38,5,warped
925,152,332,val,38,6,warped
926,170,332,val,38,7,warped
927,188,332,val,38,8,warped
928,204,332,val,38,9,warped
929,220,332,val,38,10,warped
930,237,330,val,38,11,warped
