,x,y,Set,Image,Point
205,135,67,val,59,23
206,158,67,val,59,24
207,67,156,val,67,0
208,90,156,val,67,1
209,112,156,val,67,2
210,134,157,val,67,3
211,67,134,val,67,5
212,90,134,val,67,6
213,113,133,val,67,7
214,134,135,val,67,8
215,157,142,val,67,9
216,67,111,val,67,10
217,90,112,val,67,11
218,112,111,val,67,12
219,134,111,val,67,13
220,157,119,val,67,14
221,67,89,val,67,15
222,89,87,val,67,16
223,112,88,val,67,17
224,134,89,val,67,18
225,158,92,val,67,19
226,67,65,val,67,20
227,90,65,val,67,21
228,113,66,val,67,22
229,134,65,val,67,23
230,158,67,val,67,24
231,67,157,val,72,0
232,90,157,val,72,1
233,112,157,val,72,2
234,134,157,val,72,3
235,157,157,val,72,4
236,67,133,val,72,5
237,90,134,val,72,6
238,112,134,val,72,7
239,134,134,val,72,8
240,157,134,val,72,9
241,67,112,val,72,10
242,90,112,val,72,11
243,112,112,val,72,12
244,134,112,val,72,13
245,157,112,val,72,14
246,67,90,val,72,15
247,90,90,val,72,16
248,112,90,val,72,17
249,134,90,val,72,18
250,157,90,val,72,19
251,67,67,val,72,20
252,90,67,val,72,21
253,112,67,val,72,22
254,134,67,val,72,23
255,157,67,val,72,24
256,67,157,val,77,0
257,90,157,val,77,1
258,113,157,val,77,2
259,135,157,val,77,3
260,90,134,val,77,6
261,112,134,val,77,7
262,134,134,val,77,8
263,157,134,val,77,9
264,112,112,val,77,12
265,134,112,val,77,13
266,157,112,val,77,14
267,67,88,val,77,15
268,90,89,val,77,16
269,112,90,val,77,17
270,134,90,val,77,18
271,157,90,val,77,19
272,67,67,val,77,20
273,90,67,val,77,21
274,112,66,val,77,22
275,134,67,val,77,23
276,157,67,val,77,24
277,67,159,val,93,0
278,90,157,val,93,1
279,112,157,val,93,2
280,134,158,val,93,3
281,156,158,val,93,4
282,67,135,val,93,5
283,90,134,val,93,6
284,112,134,val,93,7
285,134,135,val,93,8
286,157,135,val,93,9
287,66,114,val,93,10
288,90,112,val,93,11
289,112,112,val,93,12
290,134,112,val,93,13
291,157,113,val,93,14
292,66,93,val,93,15
293,90,90,val,93,16
294,112,90,val,93,17
295,134,93,val,93,18
296,156,90,val,93,19
297,67,68,val,93,20
298,90,67,val,93,21
299,112,68,val,93,22
300,156,67,val,93,24
301,66,157,val,105,0
302,90,157,val,105,1
303,113,156,val,105,2
304,135,157,val,105,3
305,158,159,val,105,4
306,66,134,val,105,5
307,90,133,val,105,6
308,113,135,val,105,7
309,135,135,val,105,8
310,158,135,val,105,9
311,66,113,val,105,10
312,89,112,val,105,11
313,112,112,val,105,12
314,134,112,val,105,13
315,156,112,val,105,14
316,66,90,val,105,15
317,89,90,val,105,16
318,112,90,val,105,17
319,134,90,val,105,18
320,156,89,val,105,19
321,65,67,val,105,20
322,88,68,val,105,21
323,111,67,val,105,22
324,133,68,val,105,23
325,157,66,val,105,24
326,67,156,val,108,0
327,90,156,val,108,1
328,112,156,val,108,2
329,134,157,val,108,3
330,158,156,val,108,4
331,67,134,val,108,5
332,90,134,val,108,6
333,112,133,val,108,7
334,135,133,val,108,8
335,158,134,val,108,9
336,67,111,val,108,10
337,90,111,val,108,11
338,112,111,val,108,12
339,135,112,val,108,13
340,158,110,val,108,14
341,67,89,val,108,15
342,90,89,val,108,16
343,113,89,val,108,17
344,135,90,val,108,18
345,158,88,val,108,19
346,67,66,val,108,20
347,90,66,val,108,21
348,113,66,val,108,22
349,135,66,val,108,23
350,157,68,val,108,24
351,67,157,val,114,0
352,90,157,val,114,1
353,112,157,val,114,2
354,135,157,val,114,3
355,158,157,val,114,4
356,67,135,val,114,5
357,91,135,val,114,6
358,112,134,val,114,7
359,135,134,val,114,8
360,157,134,val,114,9
361,67,112,val,114,10
362,90,111,val,114,11
363,112,112,val,114,12
364,135,110,val,114,13
365,157,111,val,114,14
366,67,90,val,114,15
367,91,89,val,114,16
368,112,90,val,114,17
369,135,89,val,114,18
370,157,89,val,114,19
371,67,68,val,114,20
372,90,68,val,114,21
373,112,67,val,114,22
374,134,67,val,114,23
375,157,67,val,114,24
376,69,156,val,116,0
377,90,156,val,116,1
378,111,155,val,116,2
379,133,156,val,116,3
380,157,155,val,116,4
381,68,134,val,116,5
382,89,133,val,116,6
383,113,133,val,116,7
384,134,133,val,116,8
385,157,135,val,116,9
386,68,113,val,116,10
387,90,111,val,116,11
388,112,111,val,116,12
389,135,112,val,116,13
390,158,114,val,116,14
391,68,89,val,116,15
392,90,89,val,116,16
393,112,89,val,116,17
394,134,89,val,116,18
395,157,92,val,116,19
396,67,66,val,116,20
397,90,65,val,116,21
398,112,65,val,116,22
399,135,66,val,116,23
400,157,65,val,116,24
401,67,157,val,124,0
402,90,157,val,124,1
403,112,156,val,124,2
404,134,157,val,124,3
405,158,157,val,124,4
406,67,134,val,124,5
407,90,133,val,124,6
408,112,133,val,124,7
409,134,133,val,124,8
410,157,132,val,124,9
411,67,112,val,124,10
412,90,111,val,124,11
413,112,111,val,124,12
414,134,109,val,124,13
415,158,104,val,124,14
416,67,89,val,124,15
417,90,89,val,124,16
418,112,89,val,124,17
419,134,85,val,124,18
420,158,75,val,124,19
421,68,66,val,124,20
422,94,66,val,124,21
423,67,157,val,133,0
424,90,157,val,133,1
425,112,157,val,133,2
426,134,157,val,133,3
427,157,157,val,133,4
428,67,134,val,133,5
429,90,134,val,133,6
430,112,134,val,133,7
431,134,134,val,133,8
432,157,134,val,133,9
433,67,112,val,133,10
434,90,112,val,133,11
435,112,112,val,133,12
436,134,112,val,133,13
437,157,112,val,133,14
438,67,90,val,133,15
439,90,90,val,133,16
440,112,90,val,133,17
441,134,90,val,133,18
442,157,90,val,133,19
443,67,67,val,133,20
444,90,67,val,133,21
445,112,67,val,133,22
446,134,67,val,133,23
447,157,67,val,133,24
448,67,157,val,152,0
449,90,156,val,152,1
450,114,156,val,152,2
451,135,156,val,152,3
452,67,134,val,152,5
453,90,134,val,152,6
454,134,134,val,152,8
455,157,128,val,152,9
456,66,112,val,152,10
457,90,112,val,152,11
458,112,112,val,152,12
459,134,111,val,152,13
460,157,107,val,152,14
461,67,90,val,152,15
462,112,89,val,152,17
463,134,89,val,152,18
464,157,89,val,152,19
465,67,67,val,152,20
466,90,67,val,152,21
467,112,66,val,152,22
468,134,66,val,152,23
469,157,65,val,152,24
470,67,157,val,161,0
471,90,157,val,161,1
472,112,157,val,161,2
473,134,157,val,161,3
474,157,157,val,161,4
475,67,134,val,161,5
476,112,134,val,161,7
477,134,134,val,161,8
478,67,112,val,161,10
479,90,112,val,161,11
480,112,112,val,161,12
481,157,112,val,161,14
482,67,90,val,161,15
483,90,90,val,161,16
484,112,90,val,161,17
485,134,90,val,161,18
486,157,90,val,161,19
487,67,67,val,161,20
488,90,67,val,161,21
489,112,67,val,161,22
490,134,67,val,161,23
491,67,157,val,176,0
492,90,157,val,176,1
493,112,157,val,176,2
494,135,157,val,176,3
495,157,157,val,176,4
496,90,134,val,176,6
497,112,134,val,176,7
498,134,134,val,176,8
499,157,135,val,176,9
500,67,112,val,176,10
501,90,112,val,176,11
502,112,112,val,176,12
503,134,112,val,176,13
504,67,90,val,176,15
505,111,90,val,176,17
506,67,67,val,176,20
507,90,67,val,176,21
508,112,67,val,176,22
509,133,67,val,176,23
510,157,66,val,176,24
511,67,157,val,197,0
512,90,157,val,197,1
513,111,157,val,197,2
514,133,157,val,197,3
515,156,157,val,197,4
516,67,134,val,197,5
517,90,134,val,197,6
518,112,134,val,197,7
519,134,135,val,197,8
520,157,134,val,197,9
521,67,112,val,197,10
522,90,112,val,197,11
523,112,112,val,197,12
524,134,112,val,197,13
525,157,112,val,197,14
526,67,89,val,197,15
527,90,90,val,197,16
528,112,90,val,197,17
529,135,90,val,197,18
530,157,89,val,197,19
531,67,67,val,197,20
532,90,67,val,197,21
533,112,67,val,197,22
534,134,67,val,197,23
535,157,67,val,197,24
536,66,157,val,200,0
537,89,157,val,200,1
538,110,158,val,200,2
539,135,157,val,200,3
540,66,134,val,200,5
541,89,134,val,200,6
542,111,134,val,200,7
543,134,134,val,200,8
544,156,135,val,200,9
545,66,111,val,200,10
546,89,112,val,200,11
547,112,112,val,200,12
548,134,112,val,200,13
549,156,112,val,200,14
550,66,91,val,200,15
551,89,91,val,200,16
552,111,91,val,200,17
553,134,90,val,200,18
554,66,67,val,200,20
555,89,67,val,200,21
556,133,67,val,200,23
557,156,67,val,200,24
558,67,157,val,204,0
559,112,157,val,204,2
560,134,157,val,204,3
561,67,134,val,204,5
562,90,134,val,204,6
563,112,134,val,204,7
564,134,134,val,204,8
565,157,135,val,204,9
566,67,112,val,204,10
567,90,112,val,204,11
568,112,112,val,204,12
569,134,112,val,204,13
570,67,90,val,204,15
571,112,90,val,204,17
572,134,90,val,204,18
573,157,90,val,204,19
574,90,66,val,204,21
575,112,67,val,204,22
576,134,67,val,204,23
577,157,67,val,204,24
578,67,157,val,211,0
579,90,157,val,211,1
580,112,157,val,211,2
581,134,157,val,211,3
582,157,157,val,211,4
583,67,134,val,211,5
584,90,134,val,211,6
585,112,134,val,211,7
586,134,134,val,211,8
587,157,134,val,211,9
588,67,112,val,211,10
589,90,112,val,211,11
590,112,112,val,211,12
591,134,112,val,211,13
592,157,112,val,211,14
593,67,90,val,211,15
594,90,90,val,211,16
595,112,90,val,211,17
596,134,90,val,211,18
597,157,90,val,211,19
598,67,67,val,211,20
599,90,67,val,211,21
600,112,67,val,211,22
601,134,67,val,211,23
602,157,67,val,211,24
603,67,157,val,217,0
604,90,157,val,217,1
605,112,157,val,217,2
606,134,157,val,217,3
607,157,157,val,217,4
608,67,134,val,217,5
609,90,134,val,217,6
610,112,134,val,217,7
611,134,134,val,217,8
612,157,134,val,217,9
613,67,112,val,217,10
614,90,112,val,217,11
615,112,112,val,217,12
616,134,112,val,217,13
617,157,112,val,217,14
618,67,90,val,217,15
619,90,90,val,217,16
620,112,90,val,217,17
621,134,90,val,217,18
622,157,90,val,217,19
623,67,67,val,217,20
624,90,67,val,217,21
625,112,67,val,217,22
626,134,67,val,217,23
627,157,67,val,217,24
628,67,157,val,225,0
629,90,157,val,225,1
630,112,157,val,225,2
631,134,157,val,225,3
632,157,157,val,225,4
633,67,134,val,225,5
634,90,134,val,225,6
635,112,134,val,225,7
636,134,134,val,225,8
637,157,134,val,225,9
638,67,112,val,225,10
639,90,112,val,225,11
640,112,112,val,225,12
641,134,112,val,225,13
642,157,112,val,225,14
643,67,90,val,225,15
644,90,90,val,225,16
645,112,90,val,225,17
646,134,90,val,225,18
647,157,90,val,225,19
648,67,67,val,225,20
649,90,67,val,225,21
650,112,67,val,225,22
651,134,67,val,225,23
652,157,67,val,225,24
653,67,156,val,227,0
654,90,157,val,227,1
655,112,158,val,227,2
656,134,157,val,227,3
657,157,157,val,227,4
658,67,134,val,227,5
659,112,134,val,227,7
660,134,134,val,227,8
661,157,134,val,227,9
662,67,112,val,227,10
663,90,113,val,227,11
664,112,112,val,227,12
665,134,112,val,227,13
666,157,111,val,227,14
667,67,90,val,227,15
668,90,90,val,227,16
669,112,90,val,227,17
670,134,90,val,227,18
671,157,89,val,227,19
672,67,67,val,227,20
673,90,67,val,227,21
674,112,67,val,227,22
675,134,67,val,227,23
676,157,66,val,227,24
677,67,157,val,229,0
678,91,158,val,229,1
679,113,157,val,229,2
680,134,157,val,229,3
681,157,158,val,229,4
682,67,133,val,229,5
683,90,134,val,229,6
684,112,134,val,229,7
685,134,134,val,229,8
686,157,134,val,229,9
687,67,111,val,229,10
688,90,112,val,229,11
689,112,112,val,229,12
690,134,112,val,229,13
691,156,112,val,229,14
692,66,90,val,229,15
693,89,90,val,229,16
694,112,90,val,229,17
695,133,90,val,229,18
696,156,90,val,229,19
697,66,67,val,229,20
698,90,67,val,229,21
699,113,67,val,229,22
700,135,67,val,229,23
701,156,67,val,229,24
702,65,158,val,231,0
703,88,157,val,231,1
704,110,158,val,231,2
705,133,158,val,231,3
706,155,157,val,231,4
707,65,135,val,231,5
708,89,134,val,231,6
709,110,135,val,231,7
710,133,136,val,231,8
711,156,135,val,231,9
712,65,111,val,231,10
713,89,112,val,231,11
714,110,112,val,231,12
715,132,112,val,231,13
716,156,115,val,231,14
717,65,89,val,231,15
718,88,90,val,231,16
719,110,90,val,231,17
720,132,92,val,231,18
721,155,93,val,231,19
722,64,68,val,231,20
723,88,67,val,231,21
724,111,68,val,231,22
725,131,67,val,231,23
726,67,157,val,244,0
727,90,158,val,244,1
728,112,157,val,244,2
729,134,157,val,244,3
730,157,156,val,244,4
731,67,134,val,244,5
732,90,133,val,244,6
733,112,134,val,244,7
734,134,134,val,244,8
735,157,132,val,244,9
736,90,112,val,244,11
737,112,113,val,244,12
738,134,112,val,244,13
739,67,90,val,244,15
740,90,90,val,244,16
741,112,90,val,244,17
742,135,90,val,244,18
743,157,90,val,244,19
744,67,67,val,244,20
745,90,67,val,244,21
746,112,67,val,244,22
747,135,67,val,244,23
748,157,67,val,244,24
749,67,157,val,264,0
750,90,157,val,264,1
751,112,157,val,264,2
752,134,157,val,264,3
753,157,157,val,264,4
754,67,134,val,264,5
755,90,134,val,264,6
756,112,134,val,264,7
757,134,134,val,264,8
758,157,134,val,264,9
759,67,112,val,264,10
760,90,112,val,264,11
761,112,112,val,264,12
762,134,112,val,264,13
763,157,112,val,264,14
764,67,90,val,264,15
765,90,90,val,264,16
766,112,90,val,264,17
767,134,90,val,264,18
768,157,90,val,264,19
769,67,67,val,264,20
770,90,67,val,264,21
771,112,67,val,264,22
772,134,67,val,264,23
773,157,66,val,264,24
774,67,158,val,270,0
775,90,157,val,270,1
776,112,157,val,270,2
777,134,157,val,270,3
778,157,158,val,270,4
779,67,134,val,270,5
780,90,134,val,270,6
781,112,134,val,270,7
782,134,134,val,270,8
783,157,134,val,270,9
784,67,112,val,270,10
785,90,112,val,270,11
786,112,112,val,270,12
787,134,112,val,270,13
788,157,111,val,270,14
789,67,90,val,270,15
790,90,90,val,270,16
791,112,90,val,270,17
792,134,90,val,270,18
793,157,90,val,270,19
794,67,67,val,270,20
795,90,67,val,270,21
796,112,67,val,270,22
797,134,67,val,270,23
798,157,67,val,270,24
799,67,157,val,300,0
800,90,156,val,300,1
801,112,157,val,300,2
802,134,157,val,300,3
803,157,157,val,300,4
804,68,134,val,300,5
805,90,134,val,300,6
806,112,134,val,300,7
807,134,134,val,300,8
808,157,135,val,300,9
809,67,112,val,300,10
810,90,111,val,300,11
811,112,112,val,300,12
812,134,112,val,300,13
813,157,113,val,300,14
814,68,89,val,300,15
815,90,89,val,300,16
816,134,90,val,300,18
817,158,90,val,300,19
818,68,66,val,300,20
819,93,66,val,300,21
820,113,67,val,300,22
821,133,67,val,300,23
822,158,68,val,300,24
823,67,157,val,307,0
824,90,158,val,307,1
825,112,157,val,307,2
826,135,157,val,307,3
827,158,157,val,307,4
828,67,134,val,307,5
829,90,134,val,307,6
830,112,134,val,307,7
831,134,134,val,307,8
832,91,113,val,307,11
833,134,113,val,307,13
834,157,114,val,307,14
835,67,90,val,307,15
836,90,90,val,307,16
837,111,90,val,307,17
838,134,90,val,307,18
839,157,90,val,307,19
840,67,67,val,307,20
841,90,67,val,307,21
842,112,67,val,307,22
843,133,68,val,307,23
844,157,68,val,307,24
845,67,157,val,316,0
846,90,157,val,316,1
847,113,157,val,316,2
848,135,157,val,316,3
849,67,134,val,316,5
850,90,134,val,316,6
851,112,134,val,316,7
852,134,134,val,316,8
853,67,112,val,316,10
854,90,112,val,316,11
855,134,112,val,316,13
856,157,112,val,316,14
857,67,90,val,316,15
858,90,90,val,316,16
859,112,90,val,316,17
860,134,90,val,316,18
861,157,90,val,316,19
862,67,67,val,316,20
863,90,67,val,316,21
864,112,67,val,316,22
865,135,67,val,316,23
866,157,67,val,316,24
867,67,158,val,338,0
868,90,157,val,338,1
869,112,158,val,338,2
870,157,157,val,338,4
871,67,135,val,338,5
872,90,134,val,338,6
873,112,135,val,338,7
874,134,134,val,338,8
875,157,134,val,338,9
876,90,111,val,338,11
877,112,112,val,338,12
878,134,111,val,338,13
879,157,112,val,338,14
880,67,89,val,338,15
881,112,90,val,338,17
882,134,90,val,338,18
883,157,90,val,338,19
884,67,67,val,338,20
885,90,67,val,338,21
886,134,67,val,338,23
887,157,67,val,338,24
888,67,157,val,352,0
889,134,157,val,352,3
890,157,157,val,352,4
891,67,134,val,352,5
892,90,134,val,352,6
893,112,134,val,352,7
894,134,134,val,352,8
895,157,134,val,352,9
896,67,112,val,352,10
897,112,112,val,352,12
898,134,112,val,352,13
899,157,112,val,352,14
900,67,90,val,352,15
901,112,90,val,352,17
902,134,90,val,352,18
903,157,90,val,352,19
904,112,67,val,352,22
905,134,67,val,352,23
906,157,67,val,352,24
907,67,157,val,362,0
908,90,157,val,362,1
909,112,157,val,362,2
910,134,157,val,362,3
911,157,157,val,362,4
912,67,134,val,362,5
913,90,134,val,362,6
914,112,134,val,362,7
915,134,134,val,362,8
916,157,134,val,362,9
917,67,112,val,362,10
918,90,112,val,362,11
919,112,112,val,362,12
920,134,112,val,362,13
921,157,112,val,362,14
922,90,90,val,362,16
923,112,89,val,362,17
924,134,90,val,362,18
925,157,90,val,362,19
926,67,67,val,362,20
927,90,67,val,362,21
928,112,67,val,362,22
929,134,67,val,362,23
930,157,67,val,362,24
931,67,157,val,369,0
932,90,157,val,369,1
933,112,157,val,369,2
934,134,157,val,369,3
935,158,158,val,369,4
936,67,134,val,369,5
937,90,134,val,369,6
938,134,135,val,369,8
939,158,135,val,369,9
940,67,112,val,369,10
941,90,113,val,369,11
942,112,113,val,369,12
943,134,113,val,369,13
944,157,113,val,369,14
945,67,90,val,369,15
946,90,90,val,369,16
947,112,90,val,369,17
948,134,90,val,369,18
949,157,90,val,369,19
950,67,67,val,369,20
951,90,67,val,369,21
952,111,67,val,369,22
953,134,67,val,369,23
954,157,67,val,369,24
955,67,157,val,370,0
956,90,157,val,370,1
957,112,157,val,370,2
958,134,157,val,370,3
959,157,157,val,370,4
960,67,134,val,370,5
961,90,134,val,370,6
962,112,134,val,370,7
963,134,134,val,370,8
964,157,134,val,370,9
965,67,112,val,370,10
966,90,112,val,370,11
967,112,112,val,370,12
968,134,112,val,370,13
969,157,112,val,370,14
970,67,90,val,370,15
971,90,90,val,370,16
972,112,90,val,370,17
973,134,90,val,370,18
974,157,90,val,370,19
975,67,67,val,370,20
976,90,67,val,370,21
977,112,67,val,370,22
978,134,67,val,370,23
979,157,67,val,370,24
980,67,159,val,372,0
981,90,158,val,372,1
982,112,157,val,372,2
983,134,158,val,372,3
984,67,136,val,372,5
985,90,134,val,372,6
986,112,134,val,372,7
987,157,152,val,372,9
988,67,114,val,372,10
989,90,113,val,372,11
990,133,118,val,372,13
991,67,91,val,372,15
992,90,90,val,372,16
993,134,94,val,372,18
994,157,98,val,372,19
995,67,68,val,372,20
996,89,67,val,372,21
997,112,67,val,372,22
998,133,67,val,372,23
999,157,70,val,372,24
1000,67,157,val,385,0
1001,90,157,val,385,1
1002,112,157,val,385,2
1003,134,157,val,385,3
1004,157,157,val,385,4
1005,67,134,val,385,5
1006,90,134,val,385,6
1007,112,134,val,385,7
1008,134,134,val,385,8
1009,157,134,val,385,9
1010,67,112,val,385,10
1011,90,112,val,385,11
1012,112,112,val,385,12
1013,134,112,val,385,13
1014,157,112,val,385,14
1015,67,90,val,385,15
1016,90,90,val,385,16
1017,112,90,val,385,17
1018,134,90,val,385,18
1019,157,90,val,385,19
1020,67,67,val,385,20
1021,90,67,val,385,21
1022,112,67,val,385,22
1023,134,67,val,385,23
1024,157,67,val,385,24
1025,67,157,val,388,0
1026,90,157,val,388,1
1027,112,157,val,388,2
1028,134,157,val,388,3
1029,158,156,val,388,4
1030,90,134,val,388,6
1031,134,134,val,388,8
1032,157,132,val,388,9
1033,67,112,val,388,10
1034,90,112,val,388,11
1035,112,112,val,388,12
1036,134,112,val,388,13
1037,157,111,val,388,14
1038,67,89,val,388,15
1039,90,90,val,388,16
1040,112,90,val,388,17
1041,134,90,val,388,18
1042,67,67,val,388,20
1043,90,66,val,388,21
1044,112,67,val,388,22
1045,134,67,val,388,23
1046,157,65,val,388,24
1047,67,154,val,405,0
1048,90,157,val,405,1
1049,112,156,val,405,2
1050,134,157,val,405,3
1051,157,157,val,405,4
1052,67,132,val,405,5
1053,90,134,val,405,6
1054,112,134,val,405,7
1055,134,134,val,405,8
1056,157,134,val,405,9
1057,67,110,val,405,10
1058,90,112,val,405,11
1059,112,112,val,405,12
1060,134,112,val,405,13
1061,158,111,val,405,14
1062,67,88,val,405,15
1063,90,90,val,405,16
1064,112,90,val,405,17
1065,134,89,val,405,18
1066,157,89,val,405,19
1067,67,66,val,405,20
1068,90,66,val,405,21
1069,112,67,val,405,22
1070,134,67,val,405,23
1071,157,67,val,405,24
1072,67,157,val,416,0
1073,90,157,val,416,1
1074,112,156,val,416,2
1075,134,156,val,416,3
1076,158,156,val,416,4
1077,67,134,val,416,5
1078,90,134,val,416,6
1079,112,134,val,416,7
1080,134,133,val,416,8
1081,157,134,val,416,9
1082,67,111,val,416,10
1083,90,112,val,416,11
1084,112,112,val,416,12
1085,134,112,val,416,13
1086,157,112,val,416,14
1087,67,89,val,416,15
1088,90,89,val,416,16
1089,112,90,val,416,17
1090,134,90,val,416,18
1091,157,90,val,416,19
1092,67,67,val,416,20
1093,90,66,val,416,21
1094,112,66,val,416,22
1095,134,66,val,416,23
1096,157,67,val,416,24
1097,67,157,val,434,0
1098,90,157,val,434,1
1099,112,157,val,434,2
1100,134,157,val,434,3
1101,157,157,val,434,4
1102,67,134,val,434,5
1103,90,134,val,434,6
1104,112,134,val,434,7
1105,134,134,val,434,8
1106,157,133,val,434,9
1107,67,112,val,434,10
1108,90,112,val,434,11
1109,112,112,val,434,12
1110,157,112,val,434,14
1111,67,90,val,434,15
1112,90,90,val,434,16
1113,112,90,val,434,17
1114,134,90,val,434,18
1115,157,90,val,434,19
1116,67,67,val,434,20
1117,90,67,val,434,21
1118,112,66,val,434,22
1119,134,67,val,434,23
1120,157,67,val,434,24
1121,67,157,val,435,0
1122,90,157,val,435,1
1123,112,157,val,435,2
1124,134,157,val,435,3
1125,157,157,val,435,4
1126,67,134,val,435,5
1127,90,134,val,435,6
1128,112,134,val,435,7
1129,134,134,val,435,8
1130,157,134,val,435,9
1131,67,112,val,435,10
1132,90,112,val,435,11
1133,112,112,val,435,12
1134,134,112,val,435,13
1135,157,112,val,435,14
1136,67,90,val,435,15
1137,90,90,val,435,16
1138,112,90,val,435,17
1139,134,90,val,435,18
1140,157,90,val,435,19
1141,67,67,val,435,20
1142,90,67,val,435,21
1143,112,67,val,435,22
1144,134,67,val,435,23
1145,157,67,val,435,24
1146,67,157,val,437,0
1147,90,157,val,437,1
1148,112,157,val,437,2
1149,134,157,val,437,3
1150,157,156,val,437,4
