,x,y,Set,Image,Point
125,121,229,val,160,130
126,136,225,val,160,131
127,152,223,val,160,132
128,171,221,val,160,133
129,187,219,val,160,134
130,238,221,val,160,137
131,257,226,val,160,138
132,269,229,val,160,139
133,282,232,val,160,140
134,295,229,val,160,141
135,311,226,val,160,142
136,328,228,val,160,143
137,58,209,val,160,144
138,75,209,val,160,145
139,91,209,val,160,146
140,107,208,val,160,147
141,122,207,val,160,148
142,137,205,val,160,149
143,154,201,val,160,150
144,171,201,val,160,151
145,187,196,val,160,152
146,223,201,val,160,154
147,239,202,val,160,155
148,257,204,val,160,156
149,269,208,val,160,157
150,281,212,val,160,158
151,296,213,val,160,159
152,312,215,val,160,160
153,328,221,val,160,161
154,58,190,val,160,162
155,75,191,val,160,163
156,91,189,val,160,164
157,107,189,val,160,165
158,122,187,val,160,166
159,137,183,val,160,167
160,154,182,val,160,168
161,169,181,val,160,169
162,185,171,val,160,170
163,222,181,val,160,172
164,240,184,val,160,173
165,257,185,val,160,174
166,269,189,val,160,175
167,283,193,val,160,176
168,297,194,val,160,177
169,312,195,val,160,178
170,329,198,val,160,179
171,58,172,val,160,180
172,75,172,val,160,181
173,91,171,val,160,182
174,106,169,val,160,183
175,120,167,val,160,184
176,137,164,val,160,185
177,152,163,val,160,186
178,168,159,val,160,187
179,223,161,val,160,190
180,240,166,val,160,191
181,257,168,val,160,192
182,269,171,val,160,193
183,282,173,val,160,194
184,296,176,val,160,195
185,311,176,val,160,196
186,328,179,val,160,197
187,58,154,val,160,198
188,74,153,val,160,199
189,90,152,val,160,200
190,104,148,val,160,201
191,121,146,val,160,202
192,135,145,val,160,203
193,150,143,val,160,204
194,165,139,val,160,205
195,220,144,val,160,208
196,239,149,val,160,209
197,256,152,val,160,210
198,267,153,val,160,211
199,282,157,val,160,212
200,295,157,val,160,213
201,311,157,val,160,214
202,329,158,val,160,215
203,57,134,val,160,216
204,73,135,val,160,217
205,88,130,val,160,218
206,104,128,val,160,219
207,120,127,val,160,220
208,133,128,val,160,221
209,149,129,val,160,222
210,166,125,val,160,223
211,217,132,val,160,226
212,237,132,val,160,227
213,254,134,val,160,228
214,266,136,val,160,229
215,281,139,val,160,230
216,295,140,val,160,231
217,311,139,val,160,232
218,328,139,val,160,233
219,55,114,val,160,234
220,71,115,val,160,235
221,89,114,val,160,236
222,105,115,val,160,237
223,119,113,val,160,238
224,132,113,val,160,239
225,148,114,val,160,240
226,166,109,val,160,241
227,214,115,val,160,244
228,234,118,val,160,245
229,253,120,val,160,246
230,265,119,val,160,247
231,281,121,val,160,248
232,294,121,val,160,249
233,311,120,val,160,250
234,328,120,val,160,251
235,54,102,val,160,252
236,71,100,val,160,253
237,87,97,val,160,254
238,103,97,val,160,255
239,118,97,val,160,256
240,131,99,val,160,257
241,147,97,val,160,258
242,163,93,val,160,259
243,211,100,val,160,262
244,231,102,val,160,263
245,247,104,val,160,264
246,263,105,val,160,265
247,281,106,val,160,266
248,296,106,val,160,267
249,311,104,val,160,268
250,331,101,val,160,269
251,53,87,val,160,270
252,68,83,val,160,271
253,87,82,val,160,272
254,98,84,val,160,273
255,116,83,val,160,274
256,128,84,val,160,275
257,146,82,val,160,276
258,159,78,val,160,277
259,207,86,val,160,280
260,231,86,val,160,281
261,247,87,val,160,282
262,263,89,val,160,283
263,281,90,val,160,284
264,296,90,val,160,285
265,313,89,val,160,286
266,330,89,val,160,287
267,54,72,val,160,288
268,68,66,val,160,289
269,85,70,val,160,290
270,96,69,val,160,291
271,113,68,val,160,292
272,126,68,val,160,293
273,144,67,val,160,294
274,206,71,val,160,298
275,232,71,val,160,299
276,246,68,val,160,300
277,262,72,val,160,301
278,279,75,val,160,302
279,296,73,val,160,303
280,312,73,val,160,304
281,331,72,val,160,305
282,53,56,val,160,306
283,81,54,val,160,308
284,95,53,val,160,309
285,109,53,val,160,310
286,123,54,val,160,311
287,144,55,val,160,312
288,206,55,val,160,316
289,233,54,val,160,317
290,260,55,val,160,319
291,279,58,val,160,320
292,295,56,val,160,321
293,313,57,val,160,322
294,329,57,val,160,323
295,59,329,val,161,0
296,74,328,val,161,1
297,87,328,val,161,2
298,104,332,val,161,3
299,119,332,val,161,4
300,135,331,val,161,5
301,149,331,val,161,6
302,169,331,val,161,7
303,189,334,val,161,8
304,210,331,val,161,9
305,227,326,val,161,10
306,238,331,val,161,11
307,253,333,val,161,12
308,265,333,val,161,13
309,281,329,val,161,14
310,297,333,val,161,15
311,311,329,val,161,16
312,329,331,val,161,17
313,60,310,val,161,18
314,74,307,val,161,19
315,90,311,val,161,20
316,106,315,val,161,21
317,121,316,val,161,22
318,136,314,val,161,23
319,150,314,val,161,24
320,171,315,val,161,25
321,190,316,val,161,26
322,207,311,val,161,27
323,224,310,val,161,28
324,239,318,val,161,29
325,254,316,val,161,30
326,268,315,val,161,31
327,281,314,val,161,32
328,297,312,val,161,33
329,314,309,val,161,34
330,329,308,val,161,35
331,59,294,val,161,36
332,91,296,val,161,38
333,106,299,val,161,39
334,122,298,val,161,40
335,137,298,val,161,41
336,151,298,val,161,42
337,169,299,val,161,43
338,188,300,val,161,44
339,208,292,val,161,45
340,225,294,val,161,46
341,241,303,val,161,47
342,256,303,val,161,48
343,269,299,val,161,49
344,282,296,val,161,50
345,297,294,val,161,51
346,311,293,val,161,52
347,330,290,val,161,53
348,105,284,val,161,57
349,122,282,val,161,58
350,136,282,val,161,59
351,150,282,val,161,60
352,168,283,val,161,61
353,191,282,val,161,62
354,208,277,val,161,63
355,225,280,val,161,64
356,241,289,val,161,65
357,257,287,val,161,66
358,272,284,val,161,67
359,282,281,val,161,68
360,296,279,val,161,69
361,311,276,val,161,70
362,328,275,val,161,71
363,58,275,val,161,72
364,74,269,val,161,73
365,90,268,val,161,74
366,107,266,val,161,75
367,122,265,val,161,76
368,135,267,val,161,77
369,151,266,val,161,78
370,169,266,val,161,79
371,189,268,val,161,80
372,207,270,val,161,81
373,225,270,val,161,82
374,242,274,val,161,83
375,259,274,val,161,84
376,272,269,val,161,85
377,282,265,val,161,86
378,296,264,val,161,87
379,311,262,val,161,88
380,325,263,val,161,89
381,57,254,val,161,90
382,75,251,val,161,91
383,93,251,val,161,92
384,107,249,val,161,93
385,122,250,val,161,94
386,136,251,val,161,95
387,152,253,val,161,96
388,171,261,val,161,97
389,189,260,val,161,98
390,206,252,val,161,99
391,225,258,val,161,100
392,243,262,val,161,101
393,259,261,val,161,102
394,270,257,val,161,103
395,281,255,val,161,104
396,297,252,val,161,105
397,311,251,val,161,106
398,328,252,val,161,107
399,57,237,val,161,108
400,75,237,val,161,109
401,92,237,val,161,110
402,107,237,val,161,111
403,121,241,val,161,112
404,135,242,val,161,113
405,152,241,val,161,114
406,171,243,val,161,115
407,188,242,val,161,116
408,223,238,val,161,118
409,242,248,val,161,119
410,260,253,val,161,120
411,272,247,val,161,121
412,281,245,val,161,122
413,296,243,val,161,123
414,312,241,val,161,124
415,328,242,val,161,125
416,58,225,val,161,126
417,74,225,val,161,127
418,89,222,val,161,128
419,104,222,val,161,129
420,121,223,val,161,130
421,136,220,val,161,131
422,152,222,val,161,132
423,171,224,val,161,133
424,187,224,val,161,134
425,242,227,val,161,137
426,260,233,val,161,138
427,271,236,val,161,139
428,282,240,val,161,140
429,296,235,val,161,141
430,312,233,val,161,142
431,330,234,val,161,143
432,57,204,val,161,144
433,75,203,val,161,145
434,91,203,val,161,146
435,106,203,val,161,147
436,121,202,val,161,148
437,137,202,val,161,149
438,153,204,val,161,150
439,170,207,val,161,151
440,187,203,val,161,152
441,223,206,val,161,154
442,242,207,val,161,155
443,258,210,val,161,156
444,271,215,val,161,157
445,281,219,val,161,158
446,296,222,val,161,159
447,311,226,val,161,160
448,327,230,val,161,161
449,58,186,val,161,162
450,73,185,val,161,163
451,90,185,val,161,164
452,105,185,val,161,165
453,121,185,val,161,166
454,135,183,val,161,167
455,153,184,val,161,168
456,169,184,val,161,169
457,185,177,val,161,170
458,222,184,val,161,172
459,240,186,val,161,173
460,258,187,val,161,174
461,268,193,val,161,175
462,282,197,val,161,176
463,296,202,val,161,177
464,312,204,val,161,178
465,328,212,val,161,179
466,57,169,val,161,180
467,74,166,val,161,181
468,90,169,val,161,182
469,106,168,val,161,183
470,119,167,val,161,184
471,135,165,val,161,185
472,152,164,val,161,186
473,167,160,val,161,187
474,221,162,val,161,190
475,240,167,val,161,191
476,257,168,val,161,192
477,268,171,val,161,193
478,280,174,val,161,194
479,296,177,val,161,195
480,311,182,val,161,196
481,328,185,val,161,197
482,57,151,val,161,198
483,73,149,val,161,199
484,90,149,val,161,200
485,103,147,val,161,201
486,118,147,val,161,202
487,133,146,val,161,203
488,148,142,val,161,204
489,165,138,val,161,205
490,219,143,val,161,208
491,239,148,val,161,209
492,256,150,val,161,210
493,266,152,val,161,211
494,280,155,val,161,212
495,295,158,val,161,213
496,311,159,val,161,214
497,329,161,val,161,215
498,56,130,val,161,216
499,73,129,val,161,217
500,87,126,val,161,218
501,104,125,val,161,219
502,118,126,val,161,220
503,131,130,val,161,221
504,148,130,val,161,222
505,166,125,val,161,223
506,216,132,val,161,226
507,238,132,val,161,227
508,254,133,val,161,228
509,265,133,val,161,229
510,280,136,val,161,230
511,294,138,val,161,231
512,310,137,val,161,232
513,329,139,val,161,233
514,54,109,val,161,234
515,71,112,val,161,235
516,88,112,val,161,236
517,104,113,val,161,237
518,118,113,val,161,238
519,131,115,val,161,239
520,148,115,val,161,240
521,166,111,val,161,241
522,213,117,val,161,244
523,233,119,val,161,245
524,252,119,val,161,246
525,262,118,val,161,247
526,279,119,val,161,248
527,294,118,val,161,249
528,311,118,val,161,250
529,329,120,val,161,251
530,55,96,val,161,252
531,70,97,val,161,253
532,87,95,val,161,254
533,101,98,val,161,255
534,117,97,val,161,256
535,129,100,val,161,257
536,148,99,val,161,258
537,166,95,val,161,259
538,209,103,val,161,262
539,231,103,val,161,263
540,246,104,val,161,264
541,260,103,val,161,265
542,278,104,val,161,266
543,296,103,val,161,267
544,310,104,val,161,268
545,330,101,val,161,269
546,52,81,val,161,270
547,70,80,val,161,271
548,87,80,val,161,272
549,101,82,val,161,273
550,115,84,val,161,274
551,126,85,val,161,275
552,147,83,val,161,276
553,162,78,val,161,277
554,207,88,val,161,280
555,231,88,val,161,281
556,244,87,val,161,282
557,259,87,val,161,283
558,279,87,val,161,284
559,295,87,val,161,285
560,312,86,val,161,286
561,330,88,val,161,287
562,53,70,val,161,288
563,69,64,val,161,289
564,86,69,val,161,290
565,98,70,val,161,291
566,113,69,val,161,292
567,124,69,val,161,293
568,145,67,val,161,294
569,160,62,val,161,295
570,206,73,val,161,298
571,229,73,val,161,299
572,242,71,val,161,300
573,258,72,val,161,301
574,276,74,val,161,302
575,295,73,val,161,303
576,312,70,val,161,304
577,329,71,val,161,305
578,54,60,val,161,306
579,84,54,val,161,308
580,98,53,val,161,309
581,110,54,val,161,310
582,122,55,val,161,311
583,144,54,val,161,312
584,203,55,val,161,316
585,230,54,val,161,317
586,258,54,val,161,319
587,277,58,val,161,320
588,296,57,val,161,321
589,313,56,val,161,322
590,329,55,val,161,323
591,61,328,val,162,0
592,75,327,val,162,1
593,86,326,val,162,2
594,102,330,val,162,3
595,117,332,val,162,4
596,133,331,val,162,5
597,145,330,val,162,6
598,165,330,val,162,7
599,185,334,val,162,8
600,210,330,val,162,9
601,226,326,val,162,10
602,236,331,val,162,11
603,251,332,val,162,12
604,266,332,val,162,13
605,282,330,val,162,14
606,298,332,val,162,15
607,313,329,val,162,16
608,330,329,val,162,17
609,61,309,val,162,18
610,75,306,val,162,19
611,89,309,val,162,20
612,104,313,val,162,21
613,121,315,val,162,22
614,135,313,val,162,23
615,148,312,val,162,24
616,167,314,val,162,25
617,189,314,val,162,26
618,206,311,val,162,27
619,224,310,val,162,28
620,239,318,val,162,29
621,252,316,val,162,30
622,268,314,val,162,31
623,283,314,val,162,32
624,298,311,val,162,33
625,313,309,val,162,34
626,330,307,val,162,35
627,60,293,val,162,36
628,90,297,val,162,38
629,106,299,val,162,39
630,122,298,val,162,40
631,136,297,val,162,41
632,149,297,val,162,42
633,167,299,val,162,43
634,186,300,val,162,44
635,206,294,val,162,45
636,223,293,val,162,46
637,239,303,val,162,47
638,253,302,val,162,48
639,270,298,val,162,49
640,282,296,val,162,50
641,297,294,val,162,51
642,312,290,val,162,52
643,329,289,val,162,53
644,107,283,val,162,57
645,123,282,val,162,58
646,136,281,val,162,59
647,149,282,val,162,60
648,167,282,val,162,61
649,188,283,val,162,62
650,204,278,val,162,63
651,222,280,val,162,64
652,238,288,val,162,65
653,255,287,val,162,66
654,271,283,val,162,67
655,282,280,val,162,68
656,297,278,val,162,69
657,311,276,val,162,70
658,329,274,val,162,71
659,58,274,val,162,72
660,75,269,val,162,73
661,91,267,val,162,74
662,108,268,val,162,75
663,123,266,val,162,76
664,135,268,val,162,77
665,149,266,val,162,78
666,167,266,val,162,79
667,186,268,val,162,80
668,202,268,val,162,81
669,220,266,val,162,82
670,239,274,val,162,83
671,257,272,val,162,84
672,271,268,val,162,85
673,281,265,val,162,86
674,297,264,val,162,87
675,312,262,val,162,88
676,326,261,val,162,89
677,59,255,val,162,90
678,74,252,val,162,91
679,91,252,val,162,92
680,107,252,val,162,93
681,122,253,val,162,94
682,136,254,val,162,95
683,150,255,val,162,96
684,169,262,val,162,97
685,186,259,val,162,98
686,203,252,val,162,99
687,223,254,val,162,100
688,241,259,val,162,101
689,256,258,val,162,102
690,268,254,val,162,103
691,282,253,val,162,104
692,295,251,val,162,105
693,311,249,val,162,106
694,329,248,val,162,107
695,59,240,val,162,108
696,74,239,val,162,109
697,92,237,val,162,110
698,107,239,val,162,111
699,121,244,val,162,112
700,135,245,val,162,113
701,151,244,val,162,114
702,170,244,val,162,115
703,186,237,val,162,116
704,203,229,val,162,117
705,222,231,val,162,118
706,240,241,val,162,119
707,256,245,val,162,120
708,269,242,val,162,121
709,282,241,val,162,122
710,294,240,val,162,123
711,311,237,val,162,124
712,328,238,val,162,125
713,59,225,val,162,126
714,76,224,val,162,127
715,92,224,val,162,128
716,105,225,val,162,129
717,121,226,val,162,130
718,135,224,val,162,131
719,150,224,val,162,132
720,169,221,val,162,133
721,185,216,val,162,134
722,223,215,val,162,136
723,241,219,val,162,137
724,255,223,val,162,138
725,269,228,val,162,139
726,282,229,val,162,140
727,295,230,val,162,141
728,311,226,val,162,142
729,329,228,val,162,143
730,59,206,val,162,144
731,75,205,val,162,145
732,91,205,val,162,146
733,106,205,val,162,147
734,121,206,val,162,148
735,135,205,val,162,149
736,151,203,val,162,150
737,168,203,val,162,151
738,185,196,val,162,152
739,225,198,val,162,154
740,240,199,val,162,155
741,255,202,val,162,156
742,269,205,val,162,157
743,280,208,val,162,158
744,295,213,val,162,159
745,311,214,val,162,160
746,328,217,val,162,161
747,57,187,val,162,162
748,73,188,val,162,163
749,90,187,val,162,164
750,105,186,val,162,165
751,121,186,val,162,166
752,136,183,val,162,167
753,152,182,val,162,168
754,167,181,val,162,169
755,184,172,val,162,170
756,225,178,val,162,172
757,242,182,val,162,173
758,257,182,val,162,174
759,268,185,val,162,175
760,281,188,val,162,176
761,296,193,val,162,177
762,312,195,val,162,178
763,329,197,val,162,179
764,57,169,val,162,180
765,73,170,val,162,181
766,89,170,val,162,182
767,105,169,val,162,183
768,119,167,val,162,184
769,135,164,val,162,185
770,151,162,val,162,186
771,165,158,val,162,187
772,182,151,val,162,188
773,226,159,val,162,190
774,243,164,val,162,191
775,259,164,val,162,192
776,268,166,val,162,193
777,281,171,val,162,194
778,296,173,val,162,195
779,311,176,val,162,196
780,328,178,val,162,197
781,58,150,val,162,198
782,73,152,val,162,199
783,89,151,val,162,200
784,104,148,val,162,201
785,119,147,val,162,202
786,134,145,val,162,203
787,149,142,val,162,204
788,164,138,val,162,205
789,180,133,val,162,206
790,226,143,val,162,208
791,243,148,val,162,209
792,259,148,val,162,210
793,267,150,val,162,211
794,282,153,val,162,212
795,296,154,val,162,213
796,311,156,val,162,214
797,329,158,val,162,215
798,57,131,val,162,216
799,72,131,val,162,217
800,88,129,val,162,218
801,105,127,val,162,219
802,118,128,val,162,220
803,132,128,val,162,221
804,149,129,val,162,222
805,166,126,val,162,223
806,221,131,val,162,226
807,241,131,val,162,227
808,256,132,val,162,228
809,267,134,val,162,229
810,281,136,val,162,230
811,294,137,val,162,231
812,310,137,val,162,232
813,329,138,val,162,233
814,56,109,val,162,234
815,71,112,val,162,235
816,88,114,val,162,236
817,104,114,val,162,237
818,119,112,val,162,238
819,131,113,val,162,239
820,147,114,val,162,240
821,166,111,val,162,241
822,218,115,val,162,244
823,238,120,val,162,245
824,255,119,val,162,246
825,266,118,val,162,247
826,281,120,val,162,248
827,293,120,val,162,249
828,311,120,val,162,250
829,328,120,val,162,251
830,54,97,val,162,252
831,70,97,val,162,253
832,88,96,val,162,254
833,103,96,val,162,255
834,117,98,val,162,256
835,130,99,val,162,257
836,146,99,val,162,258
837,165,95,val,162,259
838,212,101,val,162,262
839,235,103,val,162,263
840,249,105,val,162,264
841,263,105,val,162,265
842,280,106,val,162,266
843,295,106,val,162,267
844,310,106,val,162,268
845,329,103,val,162,269
846,52,84,val,162,270
847,70,81,val,162,271
848,87,81,val,162,272
849,101,83,val,162,273
850,116,83,val,162,274
851,128,85,val,162,275
852,145,84,val,162,276
853,161,79,val,162,277
854,211,86,val,162,280
855,233,88,val,162,281
856,247,88,val,162,282
857,262,89,val,162,283
858,280,89,val,162,284
859,296,90,val,162,285
860,312,90,val,162,286
861,329,91,val,162,287
862,54,71,val,162,288
863,69,65,val,162,289
864,85,68,val,162,290
865,98,69,val,162,291
866,114,69,val,162,292
867,126,70,val,162,293
868,143,67,val,162,294
869,158,64,val,162,295
870,206,71,val,162,298
871,233,70,val,162,299
872,244,70,val,162,300
873,260,73,val,162,301
874,277,74,val,162,302
875,295,73,val,162,303
876,313,70,val,162,304
877,330,72,val,162,305
878,54,61,val,162,306
879,83,54,val,162,308
880,96,53,val,162,309
881,112,55,val,162,310
882,123,55,val,162,311
883,142,55,val,162,312
884,209,55,val,162,316
885,231,54,val,162,317
886,259,55,val,162,319
887,279,55,val,162,320
888,295,55,val,162,321
889,313,55,val,162,322
890,331,57,val,162,323
891,60,331,val,163,0
892,75,329,val,163,1
893,86,328,val,163,2
894,102,331,val,163,3
895,118,331,val,163,4
896,133,331,val,163,5
897,145,330,val,163,6
898,164,331,val,163,7
899,184,334,val,163,8
900,207,333,val,163,9
901,222,328,val,163,10
902,238,332,val,163,11
903,251,332,val,163,12
904,265,332,val,163,13
905,282,328,val,163,14
906,299,331,val,163,15
907,314,329,val,163,16
908,330,329,val,163,17
909,59,312,val,163,18
910,76,309,val,163,19
911,89,311,val,163,20
912,103,315,val,163,21
913,120,315,val,163,22
914,134,315,val,163,23
915,148,314,val,163,24
916,166,315,val,163,25
917,187,317,val,163,26
918,204,314,val,163,27
919,221,312,val,163,28
920,239,319,val,163,29
921,254,316,val,163,30
922,268,315,val,163,31
923,282,314,val,163,32
924,298,311,val,163,33
925,313,309,val,163,34
926,330,307,val,163,35
927,58,294,val,163,36
928,89,296,val,163,38
929,105,300,val,163,39
930,123,300,val,163,40
931,137,299,val,163,41
932,149,298,val,163,42
933,167,299,val,163,43
934,185,302,val,163,44
935,204,295,val,163,45
936,221,297,val,163,46
937,236,302,val,163,47
938,253,303,val,163,48
939,270,299,val,163,49
940,282,296,val,163,50
941,298,294,val,163,51
942,312,293,val,163,52
943,328,290,val,163,53
944,107,284,val,163,57
945,123,283,val,163,58
946,136,283,val,163,59
947,149,282,val,163,60
948,166,282,val,163,61
949,186,283,val,163,62
950,203,280,val,163,63
951,220,284,val,163,64
952,236,289,val,163,65
953,254,286,val,163,66
954,271,283,val,163,67
955,282,281,val,163,68
956,296,278,val,163,69
957,311,277,val,163,70
958,329,274,val,163,71
959,58,274,val,163,72
960,74,269,val,163,73
961,91,266,val,163,74
962,108,267,val,163,75
963,123,266,val,163,76
964,136,268,val,163,77
965,149,266,val,163,78
966,165,266,val,163,79
967,184,268,val,163,80
968,201,269,val,163,81
969,221,273,val,163,82
970,238,274,val,163,83
971,254,271,val,163,84
972,270,269,val,163,85
973,281,265,val,163,86
974,296,264,val,163,87
975,311,262,val,163,88
976,327,262,val,163,89
977,58,254,val,163,90
978,74,252,val,163,91
979,92,252,val,163,92
980,107,251,val,163,93
981,122,250,val,163,94
982,136,253,val,163,95
983,150,253,val,163,96
984,167,262,val,163,97
985,184,259,val,163,98
986,201,256,val,163,99
987,222,260,val,163,100
988,239,261,val,163,101
989,256,260,val,163,102
990,268,255,val,163,103
991,281,253,val,163,104
992,295,251,val,163,105
993,311,249,val,163,106
994,328,246,val,163,107
995,57,238,val,163,108
996,74,237,val,163,109
997,90,237,val,163,110
998,107,238,val,163,111
999,122,243,val,163,112
1000,135,243,val,163,113
1001,148,241,val,163,114
1002,166,241,val,163,115
1003,183,236,val,163,116
1004,199,233,val,163,117
1005,218,239,val,163,118
1006,239,246,val,163,119
1007,257,249,val,163,120
1008,270,245,val,163,121
1009,282,243,val,163,122
1010,295,241,val,163,123
1011,310,238,val,163,124
1012,328,239,val,163,125
1013,59,224,val,163,126
1014,75,222,val,163,127
1015,91,222,val,163,128
1016,105,223,val,163,129
1017,121,223,val,163,130
1018,134,219,val,163,131
1019,148,219,val,163,132
1020,166,218,val,163,133
1021,182,217,val,163,134
1022,218,219,val,163,136
1023,239,224,val,163,137
1024,257,228,val,163,138
1025,268,231,val,163,139
1026,281,234,val,163,140
1027,295,231,val,163,141
1028,310,229,val,163,142
1029,327,231,val,163,143
1030,58,199,val,163,144
1031,75,199,val,163,145
1032,91,200,val,163,146
1033,106,201,val,163,147
1034,122,201,val,163,148
1035,134,200,val,163,149
1036,149,199,val,163,150
1037,165,201,val,163,151
1038,182,196,val,163,152
1039,219,197,val,163,154
1040,239,203,val,163,155
1041,259,207,val,163,156
1042,269,211,val,163,157
1043,280,215,val,163,158
1044,294,217,val,163,159
1045,311,219,val,163,160
1046,327,223,val,163,161
1047,56,182,val,163,162
1048,74,183,val,163,163
1049,90,181,val,163,164
1050,105,183,val,163,165
1051,121,183,val,163,166
1052,133,180,val,163,167
1053,149,180,val,163,168
1054,164,178,val,163,169
1055,181,173,val,163,170
1056,219,177,val,163,172
1057,238,182,val,163,173
1058,259,184,val,163,174
1059,268,188,val,163,175
1060,281,194,val,163,176
1061,296,197,val,163,177
1062,311,200,val,163,178
1063,328,204,val,163,179
1064,58,166,val,163,180
1065,74,165,val,163,181
1066,90,165,val,163,182
1067,106,166,val,163,183
1068,119,164,val,163,184
1069,133,162,val,163,185
1070,148,161,val,163,186
1071,164,157,val,163,187
1072,178,150,val,163,188
1073,220,159,val,163,190
1074,240,163,val,163,191
1075,260,165,val,163,192
1076,269,169,val,163,193
1077,281,172,val,163,194
1078,296,175,val,163,195
1079,310,180,val,163,196
1080,328,182,val,163,197
1081,58,147,val,163,198
1082,73,148,val,163,199
1083,88,148,val,163,200
1084,106,146,val,163,201
1085,118,145,val,163,202
1086,131,143,val,163,203
1087,147,142,val,163,204
1088,163,139,val,163,205
1089,178,132,val,163,206
1090,220,140,val,163,208
1091,242,147,val,163,209
1092,261,147,val,163,210
1093,269,149,val,163,211
1094,282,152,val,163,212
1095,295,156,val,163,213
1096,311,156,val,163,214
1097,328,158,val,163,215
1098,56,128,val,163,216
1099,73,129,val,163,217
1100,89,128,val,163,218
1101,104,125,val,163,219
1102,118,127,val,163,220
1103,129,130,val,163,221
1104,147,130,val,163,222
1105,164,126,val,163,223
1106,219,129,val,163,226
1107,242,129,val,163,227
1108,260,129,val,163,228
1109,268,132,val,163,229
1110,281,134,val,163,230
1111,294,137,val,163,231
1112,311,136,val,163,232
1113,328,137,val,163,233
1114,55,108,val,163,234
1115,71,112,val,163,235
1116,89,114,val,163,236
1117,105,114,val,163,237
1118,118,112,val,163,238
1119,129,114,val,163,239
1120,145,114,val,163,240
1121,163,109,val,163,241
1122,217,114,val,163,244
1123,240,116,val,163,245
1124,260,116,val,163,246
1125,269,115,val,163,247
1126,281,117,val,163,248
1127,294,119,val,163,249
1128,311,118,val,163,250
1129,328,118,val,163,251
1130,55,95,val,163,252
1131,72,97,val,163,253
1132,89,97,val,163,254
1133,103,96,val,163,255
1134,117,97,val,163,256
1135,128,100,val,163,257
1136,146,98,val,163,258
1137,163,94,val,163,259
1138,212,101,val,163,262
1139,237,101,val,163,263
1140,254,102,val,163,264
1141,264,102,val,163,265
1142,280,105,val,163,266
1143,296,105,val,163,267
1144,311,104,val,163,268
1145,330,100,val,163,269
1146,56,81,val,163,270
1147,69,80,val,163,271
1148,88,80,val,163,272
1149,102,83,val,163,273
1150,114,83,val,163,274
