,x,y,Set,Image,Point,Type
135,313,207,val,160,142,warped
136,328,205,val,160,143,warped
137,54,213,val,160,144,warped
138,72,212,val,160,145,warped
139,88,212,val,160,146,warped
140,104,211,val,160,147,warped
141,120,209,val,160,148,warped
142,135,206,val,160,149,warped
143,151,206,val,160,150,warped
144,169,206,val,160,151,warped
145,185,202,val,160,152,warped
146,218,207,val,160,154,warped
147,235,201,val,160,155,warped
148,252,201,val,160,156,warped
149,268,200,val,160,157,warped
150,281,198,val,160,158,warped
151,295,197,val,160,159,warped
152,312,193,val,160,160,warped
153,329,193,val,160,161,warped
154,56,194,val,160,162,warped
155,72,194,val,160,163,warped
156,88,194,val,160,164,warped
157,103,193,val,160,165,warped
158,120,192,val,160,166,warped
159,134,189,val,160,167,warped
160,151,186,val,160,168,warped
161,168,184,val,160,169,warped
162,184,181,val,160,170,warped
163,215,183,val,160,172,warped
164,235,182,val,160,173,warped
165,251,182,val,160,174,warped
166,266,181,val,160,175,warped
167,281,182,val,160,176,warped
168,296,181,val,160,177,warped
169,312,179,val,160,178,warped
170,328,175,val,160,179,warped
171,56,177,val,160,180,warped
172,73,177,val,160,181,warped
173,87,176,val,160,182,warped
174,103,173,val,160,183,warped
175,119,171,val,160,184,warped
176,135,170,val,160,185,warped
177,150,169,val,160,186,warped
178,167,167,val,160,187,warped
179,212,166,val,160,190,warped
180,231,163,val,160,191,warped
181,250,162,val,160,192,warped
182,264,163,val,160,193,warped
183,280,164,val,160,194,warped
184,296,163,val,160,195,warped
185,313,161,val,160,196,warped
186,328,159,val,160,197,warped
187,57,159,val,160,198,warped
188,73,159,val,160,199,warped
189,89,158,val,160,200,warped
190,104,155,val,160,201,warped
191,120,152,val,160,202,warped
192,134,150,val,160,203,warped
193,149,149,val,160,204,warped
194,166,148,val,160,205,warped
195,209,145,val,160,208,warped
196,231,143,val,160,209,warped
197,248,144,val,160,210,warped
198,264,145,val,160,211,warped
199,280,145,val,160,212,warped
200,296,145,val,160,213,warped
201,312,144,val,160,214,warped
202,327,142,val,160,215,warped
203,58,141,val,160,216,warped
204,73,139,val,160,217,warped
205,88,138,val,160,218,warped
206,103,137,val,160,219,warped
207,119,134,val,160,220,warped
208,133,134,val,160,221,warped
209,149,136,val,160,222,warped
210,164,135,val,160,223,warped
211,210,131,val,160,226,warped
212,229,124,val,160,227,warped
213,247,123,val,160,228,warped
214,261,125,val,160,229,warped
215,279,128,val,160,230,warped
216,295,129,val,160,231,warped
217,311,129,val,160,232,warped
218,327,126,val,160,233,warped
219,57,123,val,160,234,warped
220,73,121,val,160,235,warped
221,89,120,val,160,236,warped
222,104,120,val,160,237,warped
223,117,119,val,160,238,warped
224,132,119,val,160,239,warped
225,148,122,val,160,240,warped
226,163,120,val,160,241,warped
227,209,118,val,160,244,warped
228,228,113,val,160,245,warped
229,246,110,val,160,246,warped
230,260,108,val,160,247,warped
231,278,110,val,160,248,warped
232,294,112,val,160,249,warped
233,310,113,val,160,250,warped
234,326,113,val,160,251,warped
235,57,107,val,160,252,warped
236,72,103,val,160,253,warped
237,89,104,val,160,254,warped
238,102,105,val,160,255,warped
239,118,105,val,160,256,warped
240,131,105,val,160,257,warped
241,146,105,val,160,258,warped
242,162,104,val,160,259,warped
243,208,103,val,160,262,warped
244,227,101,val,160,263,warped
245,244,97,val,160,264,warped
246,258,96,val,160,265,warped
247,275,97,val,160,266,warped
248,293,96,val,160,267,warped
249,309,98,val,160,268,warped
250,325,96,val,160,269,warped
251,57,91,val,160,270,warped
252,72,87,val,160,271,warped
253,88,89,val,160,272,warped
254,101,88,val,160,273,warped
255,116,90,val,160,274,warped
256,130,90,val,160,275,warped
257,146,91,val,160,276,warped
258,161,87,val,160,277,warped
259,206,90,val,160,280,warped
260,226,86,val,160,281,warped
261,241,83,val,160,282,warped
262,256,85,val,160,283,warped
263,274,84,val,160,284,warped
264,292,84,val,160,285,warped
265,308,84,val,160,286,warped
266,326,82,val,160,287,warped
267,57,76,val,160,288,warped
268,71,70,val,160,289,warped
269,86,73,val,160,290,warped
270,102,73,val,160,291,warped
271,115,73,val,160,292,warped
272,129,74,val,160,293,warped
273,145,74,val,160,294,warped
274,205,73,val,160,298,warped
275,224,71,val,160,299,warped
276,237,64,val,160,300,warped
277,255,69,val,160,301,warped
278,272,70,val,160,302,warped
279,291,70,val,160,303,warped
280,307,70,val,160,304,warped
281,324,66,val,160,305,warped
282,58,60,val,160,306,warped
283,85,58,val,160,308,warped
284,101,58,val,160,309,warped
285,114,57,val,160,310,warped
286,127,56,val,160,311,warped
287,146,58,val,160,312,warped
288,202,58,val,160,316,warped
289,221,55,val,160,317,warped
290,251,54,val,160,319,warped
291,272,55,val,160,320,warped
292,290,54,val,160,321,warped
293,308,53,val,160,322,warped
294,324,50,val,160,323,warped
295,55,333,val,161,0,warped
296,74,331,val,161,1,warped
297,92,330,val,161,2,warped
298,107,334,val,161,3,warped
299,123,336,val,161,4,warped
300,140,336,val,161,5,warped
301,154,336,val,161,6,warped
302,172,339,val,161,7,warped
303,195,341,val,161,8,warped
304,208,339,val,161,9,warped
305,223,336,val,161,10,warped
306,240,335,val,161,11,warped
307,258,334,val,161,12,warped
308,274,333,val,161,13,warped
309,284,330,val,161,14,warped
310,296,330,val,161,15,warped
311,312,327,val,161,16,warped
312,330,326,val,161,17,warped
313,55,319,val,161,18,warped
314,75,312,val,161,19,warped
315,93,315,val,161,20,warped
316,108,317,val,161,21,warped
317,125,318,val,161,22,warped
318,140,319,val,161,23,warped
319,156,320,val,161,24,warped
320,174,324,val,161,25,warped
321,192,324,val,161,26,warped
322,207,322,val,161,27,warped
323,222,319,val,161,28,warped
324,239,321,val,161,29,warped
325,256,319,val,161,30,warped
326,272,317,val,161,31,warped
327,285,314,val,161,32,warped
328,298,309,val,161,33,warped
329,315,304,val,161,34,warped
330,331,301,val,161,35,warped
331,57,304,val,161,36,warped
332,91,304,val,161,38,warped
333,107,306,val,161,39,warped
334,124,305,val,161,40,warped
335,139,305,val,161,41,warped
336,156,306,val,161,42,warped
337,174,309,val,161,43,warped
338,191,310,val,161,44,warped
339,206,307,val,161,45,warped
340,220,301,val,161,46,warped
341,237,304,val,161,47,warped
342,254,300,val,161,48,warped
343,271,298,val,161,49,warped
344,283,294,val,161,50,warped
345,299,289,val,161,51,warped
346,315,286,val,161,52,warped
347,331,283,val,161,53,warped
348,105,292,val,161,57,warped
349,121,291,val,161,58,warped
350,138,292,val,161,59,warped
351,155,294,val,161,60,warped
352,174,296,val,161,61,warped
353,190,297,val,161,62,warped
354,203,290,val,161,63,warped
355,218,287,val,161,64,warped
356,236,287,val,161,65,warped
357,252,282,val,161,66,warped
358,268,279,val,161,67,warped
359,282,276,val,161,68,warped
360,298,272,val,161,69,warped
361,315,267,val,161,70,warped
362,330,263,val,161,71,warped
363,56,291,val,161,72,warped
364,71,288,val,161,73,warped
365,88,284,val,161,74,warped
366,105,278,val,161,75,warped
367,122,277,val,161,76,warped
368,139,278,val,161,77,warped
369,154,281,val,161,78,warped
370,172,282,val,161,79,warped
371,188,280,val,161,80,warped
372,203,273,val,161,81,warped
373,217,272,val,161,82,warped
374,236,271,val,161,83,warped
375,253,267,val,161,84,warped
376,267,263,val,161,85,warped
377,283,260,val,161,86,warped
378,298,257,val,161,87,warped
379,314,250,val,161,88,warped
380,329,248,val,161,89,warped
381,54,274,val,161,90,warped
382,71,271,val,161,91,warped
383,89,267,val,161,92,warped
384,106,265,val,161,93,warped
385,121,265,val,161,94,warped
386,139,263,val,161,95,warped
387,153,265,val,161,96,warped
388,170,264,val,161,97,warped
389,187,263,val,161,98,warped
390,202,252,val,161,99,warped
391,217,254,val,161,100,warped
392,234,258,val,161,101,warped
393,252,253,val,161,102,warped
394,266,249,val,161,103,warped
395,282,245,val,161,104,warped
396,300,241,val,161,105,warped
397,312,235,val,161,106,warped
398,329,234,val,161,107,warped
399,55,257,val,161,108,warped
400,71,256,val,161,109,warped
401,88,254,val,161,110,warped
402,104,253,val,161,111,warped
403,120,251,val,161,112,warped
404,136,248,val,161,113,warped
405,150,246,val,161,114,warped
406,169,243,val,161,115,warped
407,185,241,val,161,116,warped
408,216,235,val,161,118,warped
409,235,241,val,161,119,warped
410,252,239,val,161,120,warped
411,266,234,val,161,121,warped
412,282,231,val,161,122,warped
413,297,226,val,161,123,warped
414,314,222,val,161,124,warped
415,328,219,val,161,125,warped
416,56,242,val,161,126,warped
417,72,241,val,161,127,warped
418,88,236,val,161,128,warped
419,103,233,val,161,129,warped
420,119,228,val,161,130,warped
421,134,225,val,161,131,warped
422,151,225,val,161,132,warped
423,168,224,val,161,133,warped
424,184,223,val,161,134,warped
425,234,220,val,161,137,warped
426,251,218,val,161,138,warped
427,265,218,val,161,139,warped
428,282,216,val,161,140,warped
429,297,213,val,161,141,warped
430,314,210,val,161,142,warped
431,329,207,val,161,143,warped
432,55,213,val,161,144,warped
433,70,211,val,161,145,warped
434,87,211,val,161,146,warped
435,103,210,val,161,147,warped
436,119,209,val,161,148,warped
437,134,205,val,161,149,warped
438,150,204,val,161,150,warped
439,168,205,val,161,151,warped
440,184,201,val,161,152,warped
441,215,206,val,161,154,warped
442,233,200,val,161,155,warped
443,251,200,val,161,156,warped
444,265,200,val,161,157,warped
445,281,198,val,161,158,warped
446,296,198,val,161,159,warped
447,312,195,val,161,160,warped
448,328,194,val,161,161,warped
449,55,193,val,161,162,warped
450,71,193,val,161,163,warped
451,88,193,val,161,164,warped
452,102,191,val,161,165,warped
453,118,192,val,161,166,warped
454,134,189,val,161,167,warped
455,151,187,val,161,168,warped
456,167,184,val,161,169,warped
457,183,181,val,161,170,warped
458,213,183,val,161,172,warped
459,232,182,val,161,173,warped
460,249,182,val,161,174,warped
461,265,180,val,161,175,warped
462,280,182,val,161,176,warped
463,296,182,val,161,177,warped
464,312,180,val,161,178,warped
465,327,178,val,161,179,warped
466,57,176,val,161,180,warped
467,73,175,val,161,181,warped
468,87,175,val,161,182,warped
469,103,173,val,161,183,warped
470,119,172,val,161,184,warped
471,135,171,val,161,185,warped
472,151,170,val,161,186,warped
473,166,167,val,161,187,warped
474,211,166,val,161,190,warped
475,230,164,val,161,191,warped
476,248,162,val,161,192,warped
477,263,163,val,161,193,warped
478,279,164,val,161,194,warped
479,296,164,val,161,195,warped
480,313,163,val,161,196,warped
481,327,161,val,161,197,warped
482,57,158,val,161,198,warped
483,72,157,val,161,199,warped
484,88,156,val,161,200,warped
485,104,155,val,161,201,warped
486,119,153,val,161,202,warped
487,134,152,val,161,203,warped
488,148,151,val,161,204,warped
489,165,150,val,161,205,warped
490,208,147,val,161,208,warped
491,230,145,val,161,209,warped
492,248,145,val,161,210,warped
493,263,146,val,161,211,warped
494,279,146,val,161,212,warped
495,296,147,val,161,213,warped
496,312,145,val,161,214,warped
497,328,144,val,161,215,warped
498,56,139,val,161,216,warped
499,72,137,val,161,217,warped
500,88,135,val,161,218,warped
501,103,135,val,161,219,warped
502,118,134,val,161,220,warped
503,133,135,val,161,221,warped
504,150,138,val,161,222,warped
505,164,137,val,161,223,warped
506,209,135,val,161,226,warped
507,229,128,val,161,227,warped
508,247,127,val,161,228,warped
509,261,127,val,161,229,warped
510,279,129,val,161,230,warped
511,296,130,val,161,231,warped
512,310,130,val,161,232,warped
513,327,128,val,161,233,warped
514,56,120,val,161,234,warped
515,72,119,val,161,235,warped
516,88,119,val,161,236,warped
517,103,119,val,161,237,warped
518,118,119,val,161,238,warped
519,132,121,val,161,239,warped
520,148,125,val,161,240,warped
521,164,124,val,161,241,warped
522,209,121,val,161,244,warped
523,229,117,val,161,245,warped
524,246,114,val,161,246,warped
525,259,110,val,161,247,warped
526,278,112,val,161,248,warped
527,293,114,val,161,249,warped
528,310,114,val,161,250,warped
529,325,114,val,161,251,warped
530,57,105,val,161,252,warped
531,72,102,val,161,253,warped
532,89,102,val,161,254,warped
533,103,103,val,161,255,warped
534,117,105,val,161,256,warped
535,131,107,val,161,257,warped
536,147,108,val,161,258,warped
537,162,107,val,161,259,warped
538,208,107,val,161,262,warped
539,228,103,val,161,263,warped
540,244,100,val,161,264,warped
541,259,97,val,161,265,warped
542,275,99,val,161,266,warped
543,292,98,val,161,267,warped
544,309,99,val,161,268,warped
545,325,98,val,161,269,warped
546,55,88,val,161,270,warped
547,74,88,val,161,271,warped
548,88,87,val,161,272,warped
549,102,88,val,161,273,warped
550,115,89,val,161,274,warped
551,129,91,val,161,275,warped
552,146,93,val,161,276,warped
553,161,91,val,161,277,warped
554,206,93,val,161,280,warped
555,226,88,val,161,281,warped
556,242,85,val,161,282,warped
557,256,85,val,161,283,warped
558,272,86,val,161,284,warped
559,292,86,val,161,285,warped
560,308,85,val,161,286,warped
561,325,82,val,161,287,warped
562,57,76,val,161,288,warped
563,73,69,val,161,289,warped
564,87,73,val,161,290,warped
565,102,73,val,161,291,warped
566,114,74,val,161,292,warped
567,128,75,val,161,293,warped
568,145,75,val,161,294,warped
569,161,71,val,161,295,warped
570,206,76,val,161,298,warped
571,225,72,val,161,299,warped
572,238,66,val,161,300,warped
573,254,68,val,161,301,warped
574,270,71,val,161,302,warped
575,290,71,val,161,303,warped
576,307,70,val,161,304,warped
577,325,67,val,161,305,warped
578,57,61,val,161,306,warped
579,85,58,val,161,308,warped
580,102,58,val,161,309,warped
581,114,58,val,161,310,warped
582,126,57,val,161,311,warped
583,144,57,val,161,312,warped
584,202,60,val,161,316,warped
585,223,56,val,161,317,warped
586,251,53,val,161,319,warped
587,270,56,val,161,320,warped
588,289,54,val,161,321,warped
589,306,54,val,161,322,warped
590,325,49,val,161,323,warped
591,54,331,val,162,0,warped
592,75,331,val,162,1,warped
593,91,330,val,162,2,warped
594,106,334,val,162,3,warped
595,120,335,val,162,4,warped
596,137,334,val,162,5,warped
597,151,335,val,162,6,warped
598,169,339,val,162,7,warped
599,191,341,val,162,8,warped
600,207,338,val,162,9,warped
601,221,335,val,162,10,warped
602,240,334,val,162,11,warped
603,257,332,val,162,12,warped
604,273,332,val,162,13,warped
605,283,329,val,162,14,warped
606,295,329,val,162,15,warped
607,311,328,val,162,16,warped
608,329,325,val,162,17,warped
609,54,317,val,162,18,warped
610,74,311,val,162,19,warped
611,92,315,val,162,20,warped
612,107,317,val,162,21,warped
613,123,318,val,162,22,warped
614,137,318,val,162,23,warped
615,152,317,val,162,24,warped
616,172,323,val,162,25,warped
617,189,324,val,162,26,warped
618,206,322,val,162,27,warped
619,221,318,val,162,28,warped
620,239,320,val,162,29,warped
621,257,317,val,162,30,warped
622,272,314,val,162,31,warped
623,285,312,val,162,32,warped
624,297,309,val,162,33,warped
625,312,305,val,162,34,warped
626,331,302,val,162,35,warped
627,55,302,val,162,36,warped
628,91,303,val,162,38,warped
629,107,304,val,162,39,warped
630,123,303,val,162,40,warped
631,139,303,val,162,41,warped
632,155,304,val,162,42,warped
633,173,306,val,162,43,warped
634,189,308,val,162,44,warped
635,204,304,val,162,45,warped
636,218,302,val,162,46,warped
637,235,303,val,162,47,warped
638,254,300,val,162,48,warped
639,271,295,val,162,49,warped
640,282,293,val,162,50,warped
641,298,289,val,162,51,warped
642,313,285,val,162,52,warped
643,330,283,val,162,53,warped
644,105,291,val,162,57,warped
645,122,289,val,162,58,warped
646,139,290,val,162,59,warped
647,155,291,val,162,60,warped
648,173,292,val,162,61,warped
649,188,293,val,162,62,warped
650,203,289,val,162,63,warped
651,216,285,val,162,64,warped
652,234,287,val,162,65,warped
653,252,281,val,162,66,warped
654,268,277,val,162,67,warped
655,283,274,val,162,68,warped
656,298,271,val,162,69,warped
657,315,267,val,162,70,warped
658,330,264,val,162,71,warped
659,54,286,val,162,72,warped
660,73,286,val,162,73,warped
661,88,282,val,162,74,warped
662,104,278,val,162,75,warped
663,122,275,val,162,76,warped
664,138,276,val,162,77,warped
665,154,276,val,162,78,warped
666,171,277,val,162,79,warped
667,188,276,val,162,80,warped
668,201,273,val,162,81,warped
669,215,271,val,162,82,warped
670,234,271,val,162,83,warped
671,252,265,val,162,84,warped
672,268,261,val,162,85,warped
673,283,258,val,162,86,warped
674,298,255,val,162,87,warped
675,313,250,val,162,88,warped
676,330,248,val,162,89,warped
677,54,272,val,162,90,warped
678,72,269,val,162,91,warped
679,89,268,val,162,92,warped
680,105,264,val,162,93,warped
681,121,263,val,162,94,warped
682,137,262,val,162,95,warped
683,153,262,val,162,96,warped
684,169,261,val,162,97,warped
685,186,259,val,162,98,warped
686,201,255,val,162,99,warped
687,215,254,val,162,100,warped
688,233,255,val,162,101,warped
689,251,251,val,162,102,warped
690,266,246,val,162,103,warped
691,282,243,val,162,104,warped
692,298,239,val,162,105,warped
693,313,236,val,162,106,warped
694,329,232,val,162,107,warped
695,53,255,val,162,108,warped
696,71,254,val,162,109,warped
697,89,252,val,162,110,warped
698,104,250,val,162,111,warped
699,120,249,val,162,112,warped
700,136,245,val,162,113,warped
701,150,243,val,162,114,warped
702,168,241,val,162,115,warped
703,185,239,val,162,116,warped
704,200,236,val,162,117,warped
705,216,238,val,162,118,warped
706,235,237,val,162,119,warped
707,251,236,val,162,120,warped
708,266,231,val,162,121,warped
709,282,229,val,162,122,warped
710,297,225,val,162,123,warped
711,314,221,val,162,124,warped
712,328,218,val,162,125,warped
713,56,240,val,162,126,warped
714,73,237,val,162,127,warped
715,89,234,val,162,128,warped
716,104,229,val,162,129,warped
717,120,227,val,162,130,warped
718,134,224,val,162,131,warped
719,149,224,val,162,132,warped
720,168,224,val,162,133,warped
721,184,221,val,162,134,warped
722,214,222,val,162,136,warped
723,234,219,val,162,137,warped
724,250,215,val,162,138,warped
725,266,215,val,162,139,warped
726,282,214,val,162,140,warped
727,298,212,val,162,141,warped
728,313,208,val,162,142,warped
729,328,204,val,162,143,warped
730,54,211,val,162,144,warped
731,71,211,val,162,145,warped
732,87,211,val,162,146,warped
733,102,209,val,162,147,warped
734,118,207,val,162,148,warped
735,133,204,val,162,149,warped
736,149,205,val,162,150,warped
737,168,205,val,162,151,warped
738,183,201,val,162,152,warped
739,215,203,val,162,154,warped
740,234,198,val,162,155,warped
741,250,199,val,162,156,warped
742,265,198,val,162,157,warped
743,281,196,val,162,158,warped
744,296,196,val,162,159,warped
745,312,193,val,162,160,warped
746,328,192,val,162,161,warped
747,55,190,val,162,162,warped
748,71,192,val,162,163,warped
749,87,191,val,162,164,warped
750,102,190,val,162,165,warped
751,118,191,val,162,166,warped
752,133,188,val,162,167,warped
753,150,186,val,162,168,warped
754,167,183,val,162,169,warped
755,183,180,val,162,170,warped
756,214,182,val,162,172,warped
757,234,181,val,162,173,warped
758,249,180,val,162,174,warped
759,264,179,val,162,175,warped
760,279,180,val,162,176,warped
761,296,181,val,162,177,warped
762,313,178,val,162,178,warped
763,327,176,val,162,179,warped
764,56,175,val,162,180,warped
765,71,176,val,162,181,warped
766,87,174,val,162,182,warped
767,103,172,val,162,183,warped
768,118,170,val,162,184,warped
769,134,170,val,162,185,warped
770,150,169,val,162,186,warped
771,165,166,val,162,187,warped
772,181,160,val,162,188,warped
773,212,166,val,162,190,warped
774,231,163,val,162,191,warped
775,250,161,val,162,192,warped
776,264,163,val,162,193,warped
777,279,164,val,162,194,warped
778,295,162,val,162,195,warped
779,312,161,val,162,196,warped
780,329,157,val,162,197,warped
781,56,156,val,162,198,warped
782,71,157,val,162,199,warped
783,88,155,val,162,200,warped
784,102,153,val,162,201,warped
785,119,152,val,162,202,warped
786,132,151,val,162,203,warped
787,148,150,val,162,204,warped
788,165,147,val,162,205,warped
789,179,146,val,162,206,warped
790,210,147,val,162,208,warped
791,231,145,val,162,209,warped
792,249,144,val,162,210,warped
793,263,145,val,162,211,warped
794,279,145,val,162,212,warped
795,296,144,val,162,213,warped
796,312,143,val,162,214,warped
797,327,141,val,162,215,warped
798,56,138,val,162,216,warped
799,71,137,val,162,217,warped
800,87,136,val,162,218,warped
801,102,135,val,162,219,warped
802,118,134,val,162,220,warped
803,132,135,val,162,221,warped
804,148,136,val,162,222,warped
805,163,135,val,162,223,warped
806,210,135,val,162,226,warped
807,230,127,val,162,227,warped
808,248,125,val,162,228,warped
809,262,125,val,162,229,warped
810,280,127,val,162,230,warped
811,296,127,val,162,231,warped
812,311,128,val,162,232,warped
813,326,125,val,162,233,warped
814,56,121,val,162,234,warped
815,72,120,val,162,235,warped
816,87,119,val,162,236,warped
817,103,119,val,162,237,warped
818,117,119,val,162,238,warped
819,131,121,val,162,239,warped
820,146,123,val,162,240,warped
821,163,122,val,162,241,warped
822,209,120,val,162,244,warped
823,229,115,val,162,245,warped
824,247,112,val,162,246,warped
825,260,108,val,162,247,warped
826,279,109,val,162,248,warped
827,294,112,val,162,249,warped
828,310,111,val,162,250,warped
829,326,111,val,162,251,warped
830,57,105,val,162,252,warped
831,72,101,val,162,253,warped
832,88,103,val,162,254,warped
833,102,104,val,162,255,warped
834,116,104,val,162,256,warped
835,129,106,val,162,257,warped
836,146,107,val,162,258,warped
837,162,106,val,162,259,warped
838,208,107,val,162,262,warped
839,228,103,val,162,263,warped
840,244,98,val,162,264,warped
841,259,96,val,162,265,warped
842,276,97,val,162,266,warped
843,294,97,val,162,267,warped
844,309,99,val,162,268,warped
845,326,96,val,162,269,warped
846,56,88,val,162,270,warped
847,72,87,val,162,271,warped
848,87,88,val,162,272,warped
849,101,88,val,162,273,warped
850,115,88,val,162,274,warped
851,128,90,val,162,275,warped
852,145,91,val,162,276,warped
853,160,89,val,162,277,warped
854,207,92,val,162,280,warped
855,226,88,val,162,281,warped
856,243,85,val,162,282,warped
857,256,85,val,162,283,warped
858,273,86,val,162,284,warped
859,292,86,val,162,285,warped
860,309,84,val,162,286,warped
861,327,82,val,162,287,warped
862,57,76,val,162,288,warped
863,72,69,val,162,289,warped
864,86,73,val,162,290,warped
865,101,72,val,162,291,warped
866,113,73,val,162,292,warped
867,127,74,val,162,293,warped
868,144,73,val,162,294,warped
869,161,70,val,162,295,warped
870,205,77,val,162,298,warped
871,224,71,val,162,299,warped
872,238,66,val,162,300,warped
873,255,69,val,162,301,warped
874,271,71,val,162,302,warped
875,291,72,val,162,303,warped
876,308,69,val,162,304,warped
877,325,67,val,162,305,warped
878,56,62,val,162,306,warped
879,83,57,val,162,308,warped
880,100,57,val,162,309,warped
881,113,57,val,162,310,warped
882,125,56,val,162,311,warped
883,143,56,val,162,312,warped
884,204,59,val,162,316,warped
885,223,55,val,162,317,warped
886,251,54,val,162,319,warped
887,271,54,val,162,320,warped
888,290,55,val,162,321,warped
889,307,54,val,162,322,warped
890,326,51,val,162,323,warped
891,55,332,val,163,0,warped
892,76,332,val,163,1,warped
893,91,335,val,163,2,warped
894,105,336,val,163,3,warped
895,121,336,val,163,4,warped
896,136,335,val,163,5,warped
897,151,334,val,163,6,warped
898,169,338,val,163,7,warped
899,189,339,val,163,8,warped
900,206,336,val,163,9,warped
901,220,335,val,163,10,warped
902,239,333,val,163,11,warped
903,254,332,val,163,12,warped
904,270,333,val,163,13,warped
905,281,329,val,163,14,warped
906,294,329,val,163,15,warped
907,310,328,val,163,16,warped
908,327,326,val,163,17,warped
909,58,316,val,163,18,warped
910,74,314,val,163,19,warped
911,92,317,val,163,20,warped
912,107,319,val,163,21,warped
913,123,318,val,163,22,warped
914,137,317,val,163,23,warped
915,152,317,val,163,24,warped
916,171,320,val,163,25,warped
917,189,322,val,163,26,warped
918,204,321,val,163,27,warped
919,219,315,val,163,28,warped
920,239,318,val,163,29,warped
921,256,315,val,163,30,warped
922,271,314,val,163,31,warped
923,284,310,val,163,32,warped
924,296,307,val,163,33,warped
925,313,304,val,163,34,warped
926,330,302,val,163,35,warped
927,57,304,val,163,36,warped
928,89,306,val,163,38,warped
929,105,308,val,163,39,warped
930,123,305,val,163,40,warped
