,x,y,Set,Image,Point,Type
131,112,67,val,38,22,warped
132,134,68,val,38,23,warped
133,157,67,val,38,24,warped
134,67,157,val,45,0,warped
135,90,157,val,45,1,warped
136,112,157,val,45,2,warped
137,134,157,val,45,3,warped
138,157,157,val,45,4,warped
139,67,133,val,45,5,warped
140,112,134,val,45,7,warped
141,134,134,val,45,8,warped
142,157,133,val,45,9,warped
143,67,111,val,45,10,warped
144,90,112,val,45,11,warped
145,112,112,val,45,12,warped
146,134,112,val,45,13,warped
147,157,112,val,45,14,warped
148,67,90,val,45,15,warped
149,90,90,val,45,16,warped
150,112,90,val,45,17,warped
151,134,90,val,45,18,warped
152,157,90,val,45,19,warped
153,67,67,val,45,20,warped
154,90,67,val,45,21,warped
155,112,67,val,45,22,warped
156,134,67,val,45,23,warped
157,157,66,val,45,24,warped
158,67,139,val,50,0,warped
159,88,158,val,50,1,warped
160,110,158,val,50,2,warped
161,130,157,val,50,3,warped
162,66,136,val,50,5,warped
163,89,134,val,50,6,warped
164,111,134,val,50,7,warped
165,133,135,val,50,8,warped
166,156,134,val,50,9,warped
167,66,113,val,50,10,warped
168,88,112,val,50,11,warped
169,110,113,val,50,12,warped
170,132,112,val,50,13,warped
171,155,114,val,50,14,warped
172,66,90,val,50,15,warped
173,88,90,val,50,16,warped
174,110,90,val,50,17,warped
175,132,90,val,50,18,warped
176,155,90,val,50,19,warped
177,66,68,val,50,20,warped
178,87,67,val,50,21,warped
179,109,67,val,50,22,warped
180,132,67,val,50,23,warped
181,155,67,val,50,24,warped
182,67,157,val,59,0,warped
183,90,157,val,59,1,warped
184,112,157,val,59,2,warped
185,134,157,val,59,3,warped
186,157,157,val,59,4,warped
187,67,134,val,59,5,warped
188,90,134,val,59,6,warped
189,112,134,val,59,7,warped
190,134,134,val,59,8,warped
191,157,134,val,59,9,warped
192,67,112,val,59,10,warped
193,90,112,val,59,11,warped
194,112,112,val,59,12,warped
195,134,112,val,59,13,warped
196,157,111,val,59,14,warped
197,67,90,val,59,15,warped
198,90,90,val,59,16,warped
199,112,90,val,59,17,warped
200,134,90,val,59,18,warped
201,157,89,val,59,19,warped
202,67,66,val,59,20,warped
203,90,66,val,59,21,warped
204,112,67,val,59,22,warped
205,135,67,val,59,23,warped
206,158,67,val,59,24,warped
207,67,156,val,67,0,warped
208,90,156,val,67,1,warped
209,112,156,val,67,2,warped
210,134,157,val,67,3,warped
211,67,134,val,67,5,warped
212,90,134,val,67,6,warped
213,113,133,val,67,7,warped
214,134,135,val,67,8,warped
215,157,142,val,67,9,warped
216,67,111,val,67,10,warped
217,90,112,val,67,11,warped
218,112,111,val,67,12,warped
219,134,111,val,67,13,warped
220,157,119,val,67,14,warped
221,67,89,val,67,15,warped
222,89,87,val,67,16,warped
223,112,88,val,67,17,warped
224,134,89,val,67,18,warped
225,158,92,val,67,19,warped
226,67,65,val,67,20,warped
227,90,65,val,67,21,warped
228,113,66,val,67,22,warped
229,134,65,val,67,23,warped
230,158,67,val,67,24,warped
231,67,157,val,72,0,warped
232,90,157,val,72,1,warped
233,112,157,val,72,2,warped
234,134,157,val,72,3,warped
235,157,157,val,72,4,warped
236,67,133,val,72,5,warped
237,90,134,val,72,6,warped
238,112,134,val,72,7,warped
239,134,134,val,72,8,warped
240,157,134,val,72,9,warped
241,67,112,val,72,10,warped
242,90,112,val,72,11,warped
243,112,112,val,72,12,warped
244,134,112,val,72,13,warped
245,157,112,val,72,14,warped
246,67,90,val,72,15,warped
247,90,90,val,72,16,warped
248,112,90,val,72,17,warped
249,134,90,val,72,18,warped
250,157,90,val,72,19,warped
251,67,67,val,72,20,warped
252,90,67,val,72,21,warped
253,112,67,val,72,22,warped
254,134,67,val,72,23,warped
255,157,67,val,72,24,warped
256,67,157,val,77,0,warped
257,90,157,val,77,1,warped
258,113,157,val,77,2,warped
259,135,157,val,77,3,warped
260,90,134,val,77,6,warped
261,112,134,val,77,7,warped
262,134,134,val,77,8,warped
263,157,134,val,77,9,warped
264,112,112,val,77,12,warped
265,134,112,val,77,13,warped
266,157,112,val,77,14,warped
267,67,88,val,77,15,warped
268,90,89,val,77,16,warped
269,112,90,val,77,17,warped
270,134,90,val,77,18,warped
271,157,90,val,77,19,warped
272,67,67,val,77,20,warped
273,90,67,val,77,21,warped
274,112,66,val,77,22,warped
275,134,67,val,77,23,warped
276,157,67,val,77,24,warped
277,67,159,val,93,0,warped
278,90,157,val,93,1,warped
279,112,157,val,93,2,warped
280,134,158,val,93,3,warped
281,156,158,val,93,4,warped
282,67,135,val,93,5,warped
283,90,134,val,93,6,warped
284,112,134,val,93,7,warped
285,134,135,val,93,8,warped
286,157,135,val,93,9,warped
287,66,114,val,93,10,warped
288,90,112,val,93,11,warped
289,112,112,val,93,12,warped
290,134,112,val,93,13,warped
291,157,113,val,93,14,warped
292,66,93,val,93,15,warped
293,90,90,val,93,16,warped
294,112,90,val,93,17,warped
295,134,93,val,93,18,warped
296,156,90,val,93,19,warped
297,67,68,val,93,20,warped
298,90,67,val,93,21,warped
299,112,68,val,93,22,warped
300,156,67,val,93,24,warped
301,66,157,val,105,0,warped
302,90,157,val,105,1,warped
303,113,156,val,105,2,warped
304,135,157,val,105,3,warped
305,158,159,val,105,4,warped
306,66,134,val,105,5,warped
307,90,133,val,105,6,warped
308,113,135,val,105,7,warped
309,135,135,val,105,8,warped
310,158,135,val,105,9,warped
311,66,113,val,105,10,warped
312,89,112,val,105,11,warped
313,112,112,val,105,12,warped
314,134,112,val,105,13,warped
315,156,112,val,105,14,warped
316,66,90,val,105,15,warped
317,89,90,val,105,16,warped
318,112,90,val,105,17,warped
319,134,90,val,105,18,warped
320,156,89,val,105,19,warped
321,65,67,val,105,20,warped
322,88,68,val,105,21,warped
323,111,67,val,105,22,warped
324,133,68,val,105,23,warped
325,157,66,val,105,24,warped
326,67,156,val,108,0,warped
327,90,156,val,108,1,warped
328,112,156,val,108,2,warped
329,134,157,val,108,3,warped
330,158,156,val,108,4,warped
331,67,134,val,108,5,warped
332,90,134,val,108,6,warped
333,112,133,val,108,7,warped
334,135,133,val,108,8,warped
335,158,134,val,108,9,warped
336,67,111,val,108,10,warped
337,90,111,val,108,11,warped
338,112,111,val,108,12,warped
339,135,112,val,108,13,warped
340,158,110,val,108,14,warped
341,67,89,val,108,15,warped
342,90,89,val,108,16,warped
343,113,89,val,108,17,warped
344,135,90,val,108,18,warped
345,158,88,val,108,19,warped
346,67,66,val,108,20,warped
347,90,66,val,108,21,warped
348,113,66,val,108,22,warped
349,135,66,val,108,23,warped
350,157,68,val,108,24,warped
351,67,157,val,114,0,warped
352,90,157,val,114,1,warped
353,112,157,val,114,2,warped
354,135,157,val,114,3,warped
355,158,157,val,114,4,warped
356,67,135,val,114,5,warped
357,91,135,val,114,6,warped
358,112,134,val,114,7,warped
359,135,134,val,114,8,warped
360,157,134,val,114,9,warped
361,67,112,val,114,10,warped
362,90,111,val,114,11,warped
363,112,112,val,114,12,warped
364,135,110,val,114,13,warped
365,157,111,val,114,14,warped
366,67,90,val,114,15,warped
367,91,89,val,114,16,warped
368,112,90,val,114,17,warped
369,135,89,val,114,18,warped
370,157,89,val,114,19,warped
371,67,68,val,114,20,warped
372,90,68,val,114,21,warped
373,112,67,val,114,22,warped
374,134,67,val,114,23,warped
375,157,67,val,114,24,warped
376,69,156,val,116,0,warped
377,90,156,val,116,1,warped
378,111,155,val,116,2,warped
379,133,156,val,116,3,warped
380,157,155,val,116,4,warped
381,68,134,val,116,5,warped
382,89,133,val,116,6,warped
383,113,133,val,116,7,warped
384,134,133,val,116,8,warped
385,157,135,val,116,9,warped
386,68,113,val,116,10,warped
387,90,111,val,116,11,warped
388,112,111,val,116,12,warped
389,135,112,val,116,13,warped
390,158,114,val,116,14,warped
391,68,89,val,116,15,warped
392,90,89,val,116,16,warped
393,112,89,val,116,17,warped
394,134,89,val,116,18,warped
395,157,92,val,116,19,warped
396,67,66,val,116,20,warped
397,90,65,val,116,21,warped
398,112,65,val,116,22,warped
399,135,66,val,116,23,warped
400,157,65,val,116,24,warped
401,67,157,val,124,0,warped
402,90,157,val,124,1,warped
403,112,156,val,124,2,warped
404,134,157,val,124,3,warped
405,158,157,val,124,4,warped
406,67,134,val,124,5,warped
407,90,133,val,124,6,warped
408,112,133,val,124,7,warped
409,134,133,val,124,8,warped
410,157,132,val,124,9,warped
411,67,112,val,124,10,warped
412,90,111,val,124,11,warped
413,112,111,val,124,12,warped
414,134,109,val,124,13,warped
415,158,104,val,124,14,warped
416,67,89,val,124,15,warped
417,90,89,val,124,16,warped
418,112,89,val,124,17,warped
419,134,85,val,124,18,warped
420,158,75,val,124,19,warped
421,68,66,val,124,20,warped
422,94,66,val,124,21,warped
423,67,157,val,133,0,warped
424,90,157,val,133,1,warped
425,112,157,val,133,2,warped
426,134,157,val,133,3,warped
427,157,157,val,133,4,warped
428,67,134,val,133,5,warped
429,90,134,val,133,6,warped
430,112,134,val,133,7,warped
431,134,134,val,133,8,warped
432,157,134,val,133,9,warped
433,67,112,val,133,10,warped
434,90,112,val,133,11,warped
435,112,112,val,133,12,warped
436,134,112,val,133,13,warped
437,157,112,val,133,14,warped
438,67,90,val,133,15,warped
439,90,90,val,133,16,warped
440,112,90,val,133,17,warped
441,134,90,val,133,18,warped
442,157,90,val,133,19,warped
443,67,67,val,133,20,warped
444,90,67,val,133,21,warped
445,112,67,val,133,22,warped
446,134,67,val,133,23,warped
447,157,67,val,133,24,warped
448,67,157,val,152,0,warped
449,90,156,val,152,1,warped
450,114,156,val,152,2,warped
451,135,156,val,152,3,warped
452,67,134,val,152,5,warped
453,90,134,val,152,6,warped
454,134,134,val,152,8,warped
455,157,128,val,152,9,warped
456,66,112,val,152,10,warped
457,90,112,val,152,11,warped
458,112,112,val,152,12,warped
459,134,111,val,152,13,warped
460,157,107,val,152,14,warped
461,67,90,val,152,15,warped
462,112,89,val,152,17,warped
463,134,89,val,152,18,warped
464,157,89,val,152,19,warped
465,67,67,val,152,20,warped
466,90,67,val,152,21,warped
467,112,66,val,152,22,warped
468,134,66,val,152,23,warped
469,157,65,val,152,24,warped
470,67,157,val,161,0,warped
471,90,157,val,161,1,warped
472,112,157,val,161,2,warped
473,134,157,val,161,3,warped
474,157,157,val,161,4,warped
475,67,134,val,161,5,warped
476,112,134,val,161,7,warped
477,134,134,val,161,8,warped
478,67,112,val,161,10,warped
479,90,112,val,161,11,warped
480,112,112,val,161,12,warped
481,157,112,val,161,14,warped
482,67,90,val,161,15,warped
483,90,90,val,161,16,warped
484,112,90,val,161,17,warped
485,134,90,val,161,18,warped
486,157,90,val,161,19,warped
487,67,67,val,161,20,warped
488,90,67,val,161,21,warped
489,112,67,val,161,22,warped
490,134,67,val,161,23,warped
491,67,157,val,176,0,warped
492,90,157,val,176,1,warped
493,112,157,val,176,2,warped
494,135,157,val,176,3,warped
495,157,157,val,176,4,warped
496,90,134,val,176,6,warped
497,112,134,val,176,7,warped
498,134,134,val,176,8,warped
499,157,135,val,176,9,warped
500,67,112,val,176,10,warped
501,90,112,val,176,11,warped
502,112,112,val,176,12,warped
503,134,112,val,176,13,warped
504,67,90,val,176,15,warped
505,111,90,val,176,17,warped
506,67,67,val,176,20,warped
507,90,67,val,176,21,warped
508,112,67,val,176,22,warped
509,133,67,val,176,23,warped
510,157,66,val,176,24,warped
511,67,157,val,197,0,warped
512,90,157,val,197,1,warped
513,111,157,val,197,2,warped
514,133,157,val,197,3,warped
515,156,157,val,197,4,warped
516,67,134,val,197,5,warped
517,90,134,val,197,6,warped
518,112,134,val,197,7,warped
519,134,135,val,197,8,warped
520,157,134,val,197,9,warped
521,67,112,val,197,10,warped
522,90,112,val,197,11,warped
523,112,112,val,197,12,warped
524,134,112,val,197,13,warped
525,157,112,val,197,14,warped
526,67,89,val,197,15,warped
527,90,90,val,197,16,warped
528,112,90,val,197,17,warped
529,135,90,val,197,18,warped
530,157,89,val,197,19,warped
531,67,67,val,197,20,warped
532,90,67,val,197,21,warped
533,112,67,val,197,22,warped
534,134,67,val,197,23,warped
535,157,67,val,197,24,warped
536,66,157,val,200,0,warped
537,89,157,val,200,1,warped
538,110,158,val,200,2,warped
539,135,157,val,200,3,warped
540,66,134,val,200,5,warped
541,89,134,val,200,6,warped
542,111,134,val,200,7,warped
543,134,134,val,200,8,warped
544,156,135,val,200,9,warped
545,66,111,val,200,10,warped
546,89,112,val,200,11,warped
547,112,112,val,200,12,warped
548,134,112,val,200,13,warped
549,156,112,val,200,14,warped
550,66,91,val,200,15,warped
551,89,91,val,200,16,warped
552,111,91,val,200,17,warped
553,134,90,val,200,18,warped
554,66,67,val,200,20,warped
555,89,67,val,200,21,warped
556,133,67,val,200,23,warped
557,156,67,val,200,24,warped
558,67,157,val,204,0,warped
559,112,157,val,204,2,warped
560,134,157,val,204,3,warped
561,67,134,val,204,5,warped
562,90,134,val,204,6,warped
563,112,134,val,204,7,warped
564,134,134,val,204,8,warped
565,157,135,val,204,9,warped
566,67,112,val,204,10,warped
567,90,112,val,204,11,warped
568,112,112,val,204,12,warped
569,134,112,val,204,13,warped
570,67,90,val,204,15,warped
571,112,90,val,204,17,warped
572,134,90,val,204,18,warped
573,157,90,val,204,19,warped
574,90,66,val,204,21,warped
575,112,67,val,204,22,warped
576,134,67,val,204,23,warped
577,157,67,val,204,24,warped
578,67,157,val,211,0,warped
579,90,157,val,211,1,warped
580,112,157,val,211,2,warped
581,134,157,val,211,3,warped
582,157,157,val,211,4,warped
583,67,134,val,211,5,warped
584,90,134,val,211,6,warped
585,112,134,val,211,7,warped
586,134,134,val,211,8,warped
587,157,134,val,211,9,warped
588,67,112,val,211,10,warped
589,90,112,val,211,11,warped
590,112,112,val,211,12,warped
591,134,112,val,211,13,warped
592,157,112,val,211,14,warped
593,67,90,val,211,15,warped
594,90,90,val,211,16,warped
595,112,90,val,211,17,warped
596,134,90,val,211,18,warped
597,157,90,val,211,19,warped
598,67,67,val,211,20,warped
599,90,67,val,211,21,warped
600,112,67,val,211,22,warped
601,134,67,val,211,23,warped
602,157,67,val,211,24,warped
603,67,157,val,217,0,warped
604,90,157,val,217,1,warped
605,112,157,val,217,2,warped
606,134,157,val,217,3,warped
607,157,157,val,217,4,warped
608,67,134,val,217,5,warped
609,90,134,val,217,6,warped
610,112,134,val,217,7,warped
611,134,134,val,217,8,warped
612,157,134,val,217,9,warped
613,67,112,val,217,10,warped
614,90,112,val,217,11,warped
615,112,112,val,217,12,warped
616,134,112,val,217,13,warped
617,157,112,val,217,14,warped
618,67,90,val,217,15,warped
619,90,90,val,217,16,warped
620,112,90,val,217,17,warped
621,134,90,val,217,18,warped
622,157,90,val,217,19,warped
623,67,67,val,217,20,warped
624,90,67,val,217,21,warped
625,112,67,val,217,22,warped
626,134,67,val,217,23,warped
627,157,67,val,217,24,warped
628,67,157,val,225,0,warped
629,90,157,val,225,1,warped
630,112,157,val,225,2,warped
631,134,157,val,225,3,warped
632,157,157,val,225,4,warped
633,67,134,val,225,5,warped
634,90,134,val,225,6,warped
635,112,134,val,225,7,warped
636,134,134,val,225,8,warped
637,157,134,val,225,9,warped
638,67,112,val,225,10,warped
639,90,112,val,225,11,warped
640,112,112,val,225,12,warped
641,134,112,val,225,13,warped
642,157,112,val,225,14,warped
643,67,90,val,225,15,warped
644,90,90,val,225,16,warped
645,112,90,val,225,17,warped
646,134,90,val,225,18,warped
647,157,90,val,225,19,warped
648,67,67,val,225,20,warped
649,90,67,val,225,21,warped
650,112,67,val,225,22,warped
651,134,67,val,225,23,warped
652,157,67,val,225,24,warped
653,67,156,val,227,0,warped
654,90,157,val,227,1,warped
655,112,158,val,227,2,warped
656,134,157,val,227,3,warped
657,157,157,val,227,4,warped
658,67,134,val,227,5,warped
659,112,134,val,227,7,warped
660,134,134,val,227,8,warped
661,157,134,val,227,9,warped
662,67,112,val,227,10,warped
663,90,113,val,227,11,warped
664,112,112,val,227,12,warped
665,134,112,val,227,13,warped
666,157,111,val,227,14,warped
667,67,90,val,227,15,warped
668,90,90,val,227,16,warped
669,112,90,val,227,17,warped
670,134,90,val,227,18,warped
671,157,89,val,227,19,warped
672,67,67,val,227,20,warped
673,90,67,val,227,21,warped
674,112,67,val,227,22,warped
675,134,67,val,227,23,warped
676,157,66,val,227,24,warped
677,67,157,val,229,0,warped
678,91,158,val,229,1,warped
679,113,157,val,229,2,warped
680,134,157,val,229,3,warped
681,157,158,val,229,4,warped
682,67,133,val,229,5,warped
683,90,134,val,229,6,warped
684,112,134,val,229,7,warped
685,134,134,val,229,8,warped
686,157,134,val,229,9,warped
687,67,111,val,229,10,warped
688,90,112,val,229,11,warped
689,112,112,val,229,12,warped
690,134,112,val,229,13,warped
691,156,112,val,229,14,warped
692,66,90,val,229,15,warped
693,89,90,val,229,16,warped
694,112,90,val,229,17,warped
695,133,90,val,229,18,warped
696,156,90,val,229,19,warped
697,66,67,val,229,20,warped
698,90,67,val,229,21,warped
699,113,67,val,229,22,warped
700,135,67,val,229,23,warped
701,156,67,val,229,24,warped
702,65,158,val,231,0,warped
703,88,157,val,231,1,warped
704,110,158,val,231,2,warped
705,133,158,val,231,3,warped
706,155,157,val,231,4,warped
707,65,135,val,231,5,warped
708,89,134,val,231,6,warped
709,110,135,val,231,7,warped
710,133,136,val,231,8,warped
711,156,135,val,231,9,warped
712,65,111,val,231,10,warped
713,89,112,val,231,11,warped
714,110,112,val,231,12,warped
715,132,112,val,231,13,warped
716,156,115,val,231,14,warped
717,65,89,val,231,15,warped
718,88,90,val,231,16,warped
719,110,90,val,231,17,warped
720,132,92,val,231,18,warped
721,155,93,val,231,19,warped
722,64,68,val,231,20,warped
723,88,67,val,231,21,warped
724,111,68,val,231,22,warped
725,131,67,val,231,23,warped
726,67,157,val,244,0,warped
727,90,158,val,244,1,warped
728,112,157,val,244,2,warped
729,134,157,val,244,3,warped
730,157,156,val,244,4,warped
731,67,134,val,244,5,warped
732,90,133,val,244,6,warped
733,112,134,val,244,7,warped
734,134,134,val,244,8,warped
735,157,132,val,244,9,warped
736,90,112,val,244,11,warped
737,112,113,val,244,12,warped
738,134,112,val,244,13,warped
739,67,90,val,244,15,warped
740,90,90,val,244,16,warped
741,112,90,val,244,17,warped
742,135,90,val,244,18,warped
743,157,90,val,244,19,warped
744,67,67,val,244,20,warped
745,90,67,val,244,21,warped
746,112,67,val,244,22,warped
747,135,67,val,244,23,warped
748,157,67,val,244,24,warped
749,67,157,val,264,0,warped
750,90,157,val,264,1,warped
751,112,157,val,264,2,warped
752,134,157,val,264,3,warped
753,157,157,val,264,4,warped
754,67,134,val,264,5,warped
755,90,134,val,264,6,warped
756,112,134,val,264,7,warped
757,134,134,val,264,8,warped
758,157,134,val,264,9,warped
759,67,112,val,264,10,warped
760,90,112,val,264,11,warped
761,112,112,val,264,12,warped
762,134,112,val,264,13,warped
763,157,112,val,264,14,warped
764,67,90,val,264,15,warped
765,90,90,val,264,16,warped
766,112,90,val,264,17,warped
767,134,90,val,264,18,warped
768,157,90,val,264,19,warped
769,67,67,val,264,20,warped
770,90,67,val,264,21,warped
771,112,67,val,264,22,warped
772,134,67,val,264,23,warped
773,157,66,val,264,24,warped
774,67,158,val,270,0,warped
775,90,157,val,270,1,warped
776,112,157,val,270,2,warped
777,134,157,val,270,3,warped
778,157,158,val,270,4,warped
779,67,134,val,270,5,warped
780,90,134,val,270,6,warped
781,112,134,val,270,7,warped
782,134,134,val,270,8,warped
783,157,134,val,270,9,warped
784,67,112,val,270,10,warped
785,90,112,val,270,11,warped
786,112,112,val,270,12,warped
787,134,112,val,270,13,warped
788,157,111,val,270,14,warped
789,67,90,val,270,15,warped
790,90,90,val,270,16,warped
791,112,90,val,270,17,warped
792,134,90,val,270,18,warped
793,157,90,val,270,19,warped
794,67,67,val,270,20,warped
795,90,67,val,270,21,warped
796,112,67,val,270,22,warped
797,134,67,val,270,23,warped
798,157,67,val,270,24,warped
799,67,157,val,300,0,warped
800,90,156,val,300,1,warped
801,112,157,val,300,2,warped
802,134,157,val,300,3,warped
803,157,157,val,300,4,warped
804,68,134,val,300,5,warped
805,90,134,val,300,6,warped
806,112,134,val,300,7,warped
807,134,134,val,300,8,warped
808,157,135,val,300,9,warped
809,67,112,val,300,10,warped
810,90,111,val,300,11,warped
811,112,112,val,300,12,warped
812,134,112,val,300,13,warped
813,157,113,val,300,14,warped
814,68,89,val,300,15,warped
815,90,89,val,300,16,warped
816,134,90,val,300,18,warped
817,158,90,val,300,19,warped
818,68,66,val,300,20,warped
819,93,66,val,300,21,warped
820,113,67,val,300,22,warped
821,133,67,val,300,23,warped
822,158,68,val,300,24,warped
823,67,157,val,307,0,warped
824,90,158,val,307,1,warped
825,112,157,val,307,2,warped
826,135,157,val,307,3,warped
827,158,157,val,307,4,warped
828,67,134,val,307,5,warped
829,90,134,val,307,6,warped
830,112,134,val,307,7,warped
831,134,134,val,307,8,warped
832,91,113,val,307,11,warped
833,134,113,val,307,13,warped
834,157,114,val,307,14,warped
835,67,90,val,307,15,warped
836,90,90,val,307,16,warped
837,111,90,val,307,17,warped
838,134,90,val,307,18,warped
839,157,90,val,307,19,warped
840,67,67,val,307,20,warped
841,90,67,val,307,21,warped
842,112,67,val,307,22,warped
843,133,68,val,307,23,warped
844,157,68,val,307,24,warped
845,67,157,val,316,0,warped
846,90,157,val,316,1,warped
847,113,157,val,316,2,warped
848,135,157,val,316,3,warped
849,67,134,val,316,5,warped
850,90,134,val,316,6,warped
851,112,134,val,316,7,warped
852,134,134,val,316,8,warped
853,67,112,val,316,10,warped
854,90,112,val,316,11,warped
855,134,112,val,316,13,warped
856,157,112,val,316,14,warped
857,67,90,val,316,15,warped
858,90,90,val,316,16,warped
859,112,90,val,316,17,warped
860,134,90,val,316,18,warped
861,157,90,val,316,19,warped
862,67,67,val,316,20,warped
863,90,67,val,316,21,warped
864,112,67,val,316,22,warped
865,135,67,val,316,23,warped
866,157,67,val,316,24,warped
867,67,158,val,338,0,warped
868,90,157,val,338,1,warped
869,112,158,val,338,2,warped
870,157,157,val,338,4,warped
871,67,135,val,338,5,warped
872,90,134,val,338,6,warped
873,112,135,val,338,7,warped
874,134,134,val,338,8,warped
875,157,134,val,338,9,warped
876,90,111,val,338,11,warped
877,112,112,val,338,12,warped
878,134,111,val,338,13,warped
879,157,112,val,338,14,warped
880,67,89,val,338,15,warped
881,112,90,val,338,17,warped
882,134,90,val,338,18,warped
883,157,90,val,338,19,warped
884,67,67,val,338,20,warped
885,90,67,val,338,21,warped
886,134,67,val,338,23,warped
887,157,67,val,338,24,warped
888,67,157,val,352,0,warped
889,134,157,val,352,3,warped
890,157,157,val,352,4,warped
891,67,134,val,352,5,warped
892,90,134,val,352,6,warped
893,112,134,val,352,7,warped
894,134,134,val,352,8,warped
895,157,134,val,352,9,warped
896,67,112,val,352,10,warped
897,112,112,val,352,12,warped
898,134,112,val,352,13,warped
899,157,112,val,352,14,warped
900,67,90,val,352,15,warped
901,112,90,val,352,17,warped
902,134,90,val,352,18,warped
903,157,90,val,352,19,warped
904,112,67,val,352,22,warped
905,134,67,val,352,23,warped
906,157,67,val,352,24,warped
907,67,157,val,362,0,warped
908,90,157,val,362,1,warped
909,112,157,val,362,2,warped
910,134,157,val,362,3,warped
911,157,157,val,362,4,warped
912,67,134,val,362,5,warped
913,90,134,val,362,6,warped
914,112,134,val,362,7,warped
915,134,134,val,362,8,warped
916,157,134,val,362,9,warped
917,67,112,val,362,10,warped
918,90,112,val,362,11,warped
919,112,112,val,362,12,warped
920,134,112,val,362,13,warped
921,157,112,val,362,14,warped
922,90,90,val,362,16,warped
923,112,89,val,362,17,warped
924,134,90,val,362,18,warped
925,157,90,val,362,19,warped
926,67,67,val,362,20,warped
927,90,67,val,362,21,warped
928,112,67,val,362,22,warped
929,134,67,val,362,23,warped
930,157,67,val,362,24,warped
